code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,129,1168,1324277,251166,17426,199.5806013394479,10,False,0,126.60949332314088,10,True,2,6.702628256628026,3,False,0,0.8348820586132952,5,30,2021-05-07
CZ020,Středočeský kraj,136,1243,1385141,255825,13134,211.24203239958965,10,False,0,125.47639988273235,10,True,2,9.463986599664992,7,False,0,0.7882054533925175,0,29,2021-05-07
CZ031,Jihočeský kraj,131,1069,644083,131832,5438,357.40735277906725,13,False,0,226.80381091085624,10,True,2,19.657962486208163,20,False,0,0.8141660319878141,5,50,2021-05-07
CZ032,Plzeňský kraj,51,409,589899,119690,3389,164.43492869118273,10,False,0,118.63981953379563,7,True,2,12.068456771909117,11,False,0,0.7532228360957642,0,30,2021-05-07
CZ041,Karlovarský kraj,21,126,294664,60178,1347,86.19987511199196,7,False,0,59.822526504702715,7,True,2,9.35412026726058,7,True,2,0.8936170212765957,5,30,2021-05-07
CZ042,Ústecký kraj,173,1113,820965,161527,5805,320.9637438867674,13,False,0,255.06571656750882,13,True,2,19.17312661498708,20,False,0,0.7576582709326072,0,48,2021-05-07
CZ051,Liberecký kraj,68,416,443690,89906,3097,210.05657102932227,10,False,0,166.84092274153005,10,True,2,13.432353890862125,11,False,0,0.8472505091649695,5,38,2021-05-07
CZ052,Královéhradecký kraj,22,236,551647,119407,2997,102.05801898677959,7,False,0,53.5981977606003,7,True,2,7.874541207874541,7,False,0,0.7421383647798742,0,23,2021-05-07
CZ053,Pardubický kraj,64,452,522662,106085,4239,199.3640249338961,10,False,0,127.25644530329453,10,True,2,10.662892191554612,7,False,0,0.7971781305114638,0,29,2021-05-07
CZ063,Kraj Vysočina,82,830,509813,104291,3880,351.6975832314986,13,False,0,195.60652405289048,10,True,2,21.391752577319586,20,False,0,0.8375378405650857,5,50,2021-05-07
CZ064,Jihomoravský kraj,211,1348,1191989,238620,9864,262.4185290300498,13,False,0,189.84158913754086,10,True,2,13.665855636658556,11,False,0,0.8019036287923855,5,41,2021-05-07
CZ071,Olomoucký kraj,114,638,632015,130935,4813,264.7089072253032,13,False,0,196.2805972429068,10,True,2,13.255765634739248,11,False,0,0.6206225680933852,0,36,2021-05-07
CZ072,Zlínský kraj,145,946,582555,121339,5125,381.0798980353786,13,False,0,260.4273976215397,13,True,2,18.458536585365852,15,False,0,0.7754098360655738,0,43,2021-05-07
CZ080,Moravskoslezský kraj,247,1653,1200539,240829,14132,310.94366780254535,13,False,0,223.39502302463572,10,True,2,11.69685819416926,11,False,0,0.8403660396542959,5,41,2021-05-07
