code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,1654,5101,10693939,2131630,6474,79.2130944453676,7,True,0,124.64639735789044,10,True,2,78.79209144269386,30,True,2,1.3580937167199147,15,66,2023-02-15
