code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,866,5190,1324277,251166,21051,1084.516305878604,20,False,0,944.3953401336169,16,True,2,24.654410716830554,25,False,0,0.6826252794949362,0,63,2021-01-17
CZ020,Středočeský kraj,1257,7194,1385141,255825,23858,1351.7035449820632,20,False,0,1292.680543340174,20,True,2,30.15340766200017,30,False,0,0.7319902319902319,0,72,2021-01-17
CZ031,Jihočeský kraj,623,3035,644083,131832,9456,1171.432874334519,20,False,0,1206.839007221312,20,True,2,32.09602368866328,30,False,0,0.7666077292245517,0,72,2021-01-17
CZ032,Plzeňský kraj,506,2756,589899,119690,8863,1093.7465566139288,20,False,0,1051.884033753864,20,True,2,31.09556583549588,30,False,0,0.7704780542353928,0,72,2021-01-17
CZ041,Karlovarský kraj,430,1924,294664,60178,5275,1483.045095430728,20,True,0,1573.6647944431518,20,True,2,36.473933649289094,30,False,0,0.8570155902004455,5,77,2021-01-17
CZ042,Ústecký kraj,608,3220,820965,161527,10424,1066.0624996193503,20,False,0,1106.3165910343162,20,True,2,30.89025326170376,30,False,0,0.669299521928913,0,72,2021-01-17
CZ051,Liberecký kraj,598,3224,443690,89906,8357,1672.7895602785727,20,False,0,1591.6624029541968,20,True,2,38.57843723824339,30,False,0,0.7794970986460348,0,72,2021-01-17
CZ052,Královéhradecký kraj,996,4949,551647,119407,11253,2164.0650633466694,20,False,0,2021.6570217826427,20,True,2,43.97938327557096,30,False,0,0.7538461538461538,0,72,2021-01-17
CZ053,Pardubický kraj,611,3403,522662,106085,9268,1638.3437097014896,20,False,0,1462.035160484517,20,True,2,36.71773845489857,30,False,0,0.7461083095812322,0,72,2021-01-17
CZ063,Kraj Vysočina,472,2404,509813,104291,6355,1295.3769323261665,20,False,0,1314.5909042966316,20,True,2,37.82848151062156,30,False,0,0.6749017405951713,0,72,2021-01-17
CZ064,Jihomoravský kraj,1142,5699,1191989,238620,16774,1242.1255565277868,20,False,0,1152.4599782080295,20,True,2,33.975199713842855,30,False,0,0.7040148239654107,0,72,2021-01-17
CZ071,Olomoucký kraj,588,3059,632015,130935,9394,1262.4700363124293,20,False,0,1216.634207813037,20,True,2,32.563338301043224,30,False,0,0.6486429177268872,0,72,2021-01-17
CZ072,Zlínský kraj,619,3180,582555,121339,9759,1510.7586408150303,20,False,0,1433.9989615869588,20,True,2,32.58530587150323,30,False,0,0.6570247933884298,0,72,2021-01-17
CZ080,Moravskoslezský kraj,1598,7757,1200539,240829,25108,1710.8981882304531,20,False,0,1720.7230026284212,20,True,2,30.894535606181293,30,False,0,0.6950716845878137,0,72,2021-01-17
