code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,638,2186,1324277,251166,5863,378.5461802930958,13,False,0,603.1867370583599,16,True,2,37.28466655295924,30,False,0,0.9014432989690722,5,66,2022-10-22
CZ020,Středočeský kraj,536,2011,1385141,255825,3753,337.58296086824373,13,False,0,506.59630606860156,16,True,2,53.58379962696509,30,False,0,0.8785495849716033,5,66,2022-10-22
CZ031,Jihočeský kraj,271,835,644083,131832,1240,306.01646061144294,13,False,0,533.2544450512773,16,True,2,67.33870967741935,30,False,0,0.7982791586998088,0,61,2022-10-22
CZ032,Plzeňský kraj,211,718,589899,119690,1092,311.7482823330774,13,False,0,478.73673656947113,13,True,2,65.75091575091575,30,False,0,0.718,0,58,2022-10-22
CZ041,Karlovarský kraj,92,346,294664,60178,421,258.59962533597593,13,False,0,357.27342218086346,13,True,2,82.18527315914488,30,True,2,0.9033942558746736,5,65,2022-10-22
CZ042,Ústecký kraj,371,1315,820965,161527,2007,368.5906220119006,13,False,0,548.5151089291573,16,True,2,65.52067762830094,30,False,0,0.9280169371912491,5,66,2022-10-22
CZ051,Liberecký kraj,218,595,443690,89906,978,336.0454371295274,13,False,0,575.0450470491402,16,True,2,60.83844580777096,30,False,0,0.695906432748538,0,61,2022-10-22
CZ052,Královéhradecký kraj,270,786,551647,119407,1175,360.19410963895393,13,False,0,566.1309638463407,16,True,2,66.8936170212766,30,False,0,0.7068345323741008,0,61,2022-10-22
CZ053,Pardubický kraj,271,763,522662,106085,925,347.64341008146755,13,False,0,590.0928500730546,16,True,2,82.48648648648648,30,False,0,0.7817622950819673,0,61,2022-10-22
CZ063,Kraj Vysočina,227,566,509813,104291,769,274.4143440830265,13,False,0,512.0288423737427,16,True,2,73.60208062418727,30,False,0,0.7546666666666667,0,61,2022-10-22
CZ064,Jihomoravský kraj,544,1648,1191989,238620,1995,326.2614000632556,13,False,0,538.5131170899338,16,True,2,82.60651629072682,30,False,0,0.8098280098280098,5,66,2022-10-22
CZ071,Olomoucký kraj,244,711,632015,130935,784,296.67017396739004,13,False,0,462.82506587237947,13,True,2,90.68877551020408,30,False,0,0.6896217264791464,0,58,2022-10-22
CZ072,Zlínský kraj,258,758,582555,121339,867,297.48264112401404,13,False,0,495.3065378814726,16,True,2,87.42791234140715,30,True,2,0.8212351029252438,5,68,2022-10-22
CZ080,Moravskoslezský kraj,384,1145,1200539,240829,1357,230.5631054051555,10,False,0,377.44623778697746,13,True,2,84.37730287398674,30,False,0,0.7757452574525745,0,55,2022-10-22
