code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,21,373,1324277,251166,0.0,55.577496248896566,7,True,0,16.722008552112946,2,True,2,0.0,0,False,0,1.0596590909090908,10,21,2020-08-08
CZ020,Středočeský kraj,8,215,1385141,255825,0.0,31.76571915783303,4,True,0,5.47249096061761,0,True,2,0.0,0,False,0,0.9728506787330317,5,11,2020-08-08
CZ031,Jihočeský kraj,6,49,644083,131832,0.0,22.823145464171542,2,True,0,6.8268705625341335,0,True,2,0.0,0,False,0,0.6363636363636364,0,4,2020-08-08
CZ032,Plzeňský kraj,24,76,589899,119690,0.0,18.47773940962775,2,True,0,22.558275545158327,2,True,2,0.0,0,False,0,2.054054054054054,30,36,2020-08-08
CZ041,Karlovarský kraj,1,16,294664,60178,0.0,9.841718024597508,0,True,0,3.323473694705706,0,True,2,0.0,0,False,0,0.9411764705882353,5,7,2020-08-08
CZ042,Ústecký kraj,3,44,820965,161527,0.0,10.597284902523251,2,True,0,4.333640815467383,0,True,2,0.0,0,False,0,1.0476190476190477,10,14,2020-08-08
CZ051,Liberecký kraj,2,38,443690,89906,0.0,20.960580585543962,2,True,0,3.336818454830601,0,True,2,0.0,0,False,0,0.6440677966101694,0,4,2020-08-08
CZ052,Královéhradecký kraj,4,54,551647,119407,0.0,17.03988238855645,2,True,0,5.862302880065658,0,True,2,0.0,0,False,0,1.2857142857142858,15,19,2020-08-08
CZ053,Pardubický kraj,3,53,522662,106085,0.0,20.85477804011005,2,True,0,4.713201677899797,0,True,2,0.0,0,False,0,0.9636363636363636,5,9,2020-08-08
CZ063,Kraj Vysočina,3,39,509813,104291,0.0,18.438133197858825,2,False,0,5.753133060379131,0,False,0,0.0,0,False,0,0.6964285714285714,0,2,2020-08-08
CZ064,Jihomoravský kraj,7,121,1191989,238620,0.0,22.399535566183918,2,True,0,10.057832537088258,2,True,2,0.0,0,False,0,0.852112676056338,5,11,2020-08-08
CZ071,Olomoucký kraj,6,48,632015,130935,0.0,16.455305649391235,2,True,0,6.109901859701378,0,True,2,0.0,0,False,0,0.6666666666666666,0,4,2020-08-08
CZ072,Zlínský kraj,3,39,582555,121339,0.0,14.762554608577732,2,True,0,12.36206001368068,2,True,2,0.0,0,False,0,0.7959183673469388,0,6,2020-08-08
CZ080,Moravskoslezský kraj,85,338,1200539,240829,0.0,46.39582720761258,4,True,0,58.132533872581796,7,True,2,0.0,0,False,0,1.4889867841409692,20,33,2020-08-08
