code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,662,2756,1324277,251166,5747,450.58548928962745,13,False,0,560.1872864957837,16,True,2,47.95545502001044,30,False,0,0.8997714658831211,5,66,2022-08-13
CZ020,Středočeský kraj,494,2337,1385141,255825,3962,379.0949802222301,13,False,0,459.2983484804065,13,True,2,58.98536092882382,30,False,0,0.8694196428571429,5,63,2022-08-13
CZ031,Jihočeský kraj,228,912,644083,131832,1263,296.23511255536937,13,False,0,393.6828691061351,13,True,2,72.20902612826603,30,True,2,0.9549738219895288,5,65,2022-08-13
CZ032,Plzeňský kraj,180,798,589899,119690,1203,294.45718673874677,13,False,0,296.5995488344891,13,True,2,66.33416458852868,30,False,0,0.8702290076335878,5,63,2022-08-13
CZ041,Karlovarský kraj,103,380,294664,60178,505,311.2019113295143,13,False,0,368.9055801123334,13,True,2,75.24752475247524,30,False,0,0.7983193277310925,0,58,2022-08-13
CZ042,Ústecký kraj,281,1271,820965,161527,1811,335.8243043247885,13,False,0,383.8367579413968,13,True,2,70.18221976808393,30,False,0,0.8826388888888889,5,63,2022-08-13
CZ051,Liberecký kraj,146,649,443690,89906,1084,302.91419684915144,13,True,0,362.6009387582586,13,True,2,59.87084870848709,30,False,0,0.9378612716763006,5,63,2022-08-13
CZ052,Královéhradecký kraj,263,1038,551647,119407,1608,381.94715098604723,13,False,0,492.43344192551524,16,True,2,64.55223880597015,30,False,0,0.9584487534626038,5,66,2022-08-13
CZ053,Pardubický kraj,210,778,522662,106085,1021,329.27589914705874,13,False,0,449.6394400716407,13,True,2,76.1998041136141,30,True,2,0.8512035010940919,5,65,2022-08-13
CZ063,Kraj Vysočina,163,620,509813,104291,944,282.45650856294367,13,False,0,370.1182268843908,13,True,2,65.67796610169492,30,False,0,0.8051948051948052,5,63,2022-08-13
CZ064,Jihomoravský kraj,488,2005,1191989,238620,2802,364.18121308166434,13,False,0,455.5359986589557,13,True,2,71.55603140613847,30,True,2,0.8863837312113174,5,65,2022-08-13
CZ071,Olomoucký kraj,265,1086,632015,130935,1358,354.73841601860715,13,False,0,420.05575285446974,13,True,2,79.97054491899853,30,False,0,0.9443478260869566,5,63,2022-08-13
CZ072,Zlínský kraj,268,1008,582555,121339,1329,373.69862073108976,13,False,0,457.3962205061851,13,True,2,75.84650112866818,30,False,0,0.8697152717860225,5,63,2022-08-13
CZ080,Moravskoslezský kraj,580,2144,1200539,240829,2473,366.0855665663506,13,False,0,490.38944645370776,16,True,2,86.69632025879498,30,True,2,0.9453262786596119,5,68,2022-08-13
