code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,1006,7333,1324277,251166,24519,1032.185864437727,20,True,0,776.3789684909582,16,True,2,29.907418736490072,30,True,2,1.130066265988596,10,80,2021-02-17
CZ020,Středočeský kraj,1202,9198,1385141,255825,24520,1232.5099033239217,20,True,0,917.0331281149222,16,True,2,37.51223491027733,30,True,2,1.1561085972850678,10,80,2021-02-17
CZ031,Jihočeský kraj,476,2947,644083,131832,8999,830.6382873014812,16,True,0,687.2383032951028,16,True,2,32.748083120346706,30,True,2,1.1802162595114136,10,76,2021-02-17
CZ032,Plzeňský kraj,747,5111,589899,119690,12478,1547.3835351475423,20,True,0,1090.316651349319,20,True,2,40.96008975797403,30,True,2,1.233349420849421,15,89,2021-02-17
CZ041,Karlovarský kraj,622,3243,294664,60178,6453,2227.2825998425324,20,False,0,1994.084216823424,20,True,2,50.2556950255695,30,True,2,0.9271012006861064,5,79,2021-02-17
CZ042,Ústecký kraj,611,4179,820965,161527,10606,918.1877424737961,16,True,0,685.95343193398,16,True,2,39.40222515557232,30,True,2,1.2151788310555394,15,81,2021-02-17
CZ051,Liberecký kraj,431,3228,443690,89906,8136,1346.4355743875228,20,True,0,977.687807265366,20,True,2,39.67551622418879,30,True,2,1.1298564928246413,10,84,2021-02-17
CZ052,Královéhradecký kraj,856,5429,551647,119407,12741,1999.4670504869962,20,False,0,1490.6998752166958,20,True,2,42.61047013578212,30,False,0,0.9852994555353902,5,77,2021-02-17
CZ053,Pardubický kraj,569,3892,522662,106085,9204,1372.7801141081616,20,True,0,1014.2810010840363,20,True,2,42.285962624945675,30,True,2,1.104113475177305,10,84,2021-02-17
CZ063,Kraj Vysočina,265,1707,509813,104291,4895,677.5033198447273,16,True,0,527.3705305347537,16,True,2,34.872318692543416,30,True,2,0.9743150684931506,5,71,2021-02-17
CZ064,Jihomoravský kraj,722,4664,1191989,238620,14733,744.1343837904545,16,True,0,564.4958511440784,16,True,2,31.656824815041062,30,True,2,1.0343756930583279,10,76,2021-02-17
CZ071,Olomoucký kraj,330,2495,632015,130935,7813,742.0709951504316,16,True,0,547.5999541757361,16,True,2,31.933956226801484,30,True,2,1.1030061892130858,10,76,2021-02-17
CZ072,Zlínský kraj,195,1396,582555,121339,5616,486.8209868596098,16,False,0,356.8514657282489,13,True,2,24.857549857549856,25,False,0,1.0441286462228871,10,66,2021-02-17
CZ080,Moravskoslezský kraj,654,4116,1200539,240829,16173,646.2097441232647,16,True,0,514.4729247723488,16,True,2,25.449823780374697,25,True,2,1.1574803149606299,10,71,2021-02-17
