code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,118,409,1324277,251166,1857,51.19774790319548,7,True,0,82.81375663903553,7,True,2,22.02477113624125,20,True,2,1.2319277108433735,15,53,2023-02-05
CZ020,Středočeský kraj,110,375,1385141,255825,950,44.76078608603745,4,True,0,73.09684354539236,7,True,2,39.473684210526315,30,True,2,1.2842465753424657,15,60,2023-02-05
CZ031,Jihočeský kraj,41,141,644083,131832,368,43.62791751994696,4,True,0,62.20037623642211,7,True,2,38.315217391304344,30,True,2,1.0522388059701493,10,55,2023-02-05
CZ032,Plzeňský kraj,65,222,589899,119690,299,66.11301256655801,7,True,0,96.91703567549503,7,True,2,74.24749163879598,30,True,2,1.1746031746031746,10,58,2023-02-05
CZ041,Karlovarský kraj,25,89,294664,60178,119,49.547959710042626,4,True,0,73.11642128352554,7,True,2,74.78991596638656,30,True,2,1.328358208955224,15,60,2023-02-05
CZ042,Ústecký kraj,57,195,820965,161527,453,39.83117428879428,4,True,0,58.81369678134306,7,True,2,43.04635761589404,30,True,2,1.2828947368421053,15,60,2023-02-05
CZ051,Liberecký kraj,48,159,443690,89906,303,61.52944623498388,7,True,0,96.76773519008742,7,True,2,52.475247524752476,30,True,2,1.1521739130434783,10,58,2023-02-05
CZ052,Královéhradecký kraj,61,209,551647,119407,464,68.52208024334402,7,True,0,90.446958721013,7,True,2,45.043103448275865,30,True,2,1.1483516483516483,10,58,2023-02-05
CZ053,Pardubický kraj,43,175,522662,106085,216,45.15346438042177,4,True,0,53.73049912805769,7,True,2,81.01851851851852,30,True,2,1.4112903225806452,20,65,2023-02-05
CZ063,Kraj Vysočina,28,116,509813,104291,272,38.64161957423604,4,True,0,51.77819754341218,7,True,2,42.64705882352941,30,True,2,1.16,10,55,2023-02-05
CZ064,Jihomoravský kraj,43,177,1191989,238620,446,29.69826063831126,4,True,0,44.841170061185146,4,True,2,39.686098654708516,30,False,0,0.9567567567567568,5,45,2023-02-05
CZ071,Olomoucký kraj,35,119,632015,130935,201,34.65107631939115,4,True,0,51.93416580746172,7,True,2,59.20398009950249,30,True,2,1.017094017094017,10,55,2023-02-05
CZ072,Zlínský kraj,42,133,582555,121339,192,33.644891898619015,4,True,0,52.74478939170423,7,True,2,69.27083333333334,30,True,2,1.6024096385542168,25,70,2023-02-05
CZ080,Moravskoslezský kraj,54,179,1200539,240829,309,30.069826969386252,4,False,0,47.7517242524779,4,True,2,57.92880258899677,30,False,0,0.988950276243094,5,45,2023-02-05
