code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,2013,6483,10693939,2131630,13985,130.68150098855062,10,False,0,213.82697747732954,10,True,2,46.35681086878799,30,False,0,0.9473914949583516,5,57,2022-11-07
