code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,745,4856,1324277,251166,21000,885.1622432466924,16,False,0,717.4537954977983,16,True,2,23.123809523809523,25,False,0,0.8077178975382568,5,64,2021-03-29
CZ020,Středočeský kraj,974,7035,1385141,255825,20926,1216.3382644799337,20,False,0,910.7788527313593,16,True,2,33.61846506738029,30,False,0,0.8212701377539108,5,73,2021-03-29
CZ031,Jihočeský kraj,627,3980,644083,131832,10272,1423.2637719051738,20,False,0,1062.7161842344804,20,True,2,38.746105919003114,30,False,0,0.8281315022888056,5,77,2021-03-29
CZ032,Plzeňský kraj,408,2542,589899,119690,7167,1126.124980717038,20,False,0,851.3660289080124,16,True,2,35.46811776196456,30,False,0,0.7624475104979004,0,68,2021-03-29
CZ041,Karlovarský kraj,111,526,294664,60178,2619,518.5567290201722,16,False,0,523.4471069161488,16,True,2,20.084001527300497,20,False,0,0.6608040201005025,0,54,2021-03-29
CZ042,Ústecký kraj,837,5137,820965,161527,12130,1384.9555096745903,20,False,0,1123.6511542961857,20,True,2,42.34954657873042,30,False,0,0.8693518361820951,5,77,2021-03-29
CZ051,Liberecký kraj,393,2412,443690,89906,6279,1295.2737271518401,20,False,0,1008.8314461771183,20,True,2,38.41376015289059,30,True,2,0.8226466575716235,5,79,2021-03-29
CZ052,Královéhradecký kraj,280,1610,551647,119407,5522,724.3762768582083,16,False,0,583.7178724865377,16,True,2,29.156102861282147,30,False,0,0.778153697438376,0,64,2021-03-29
CZ053,Pardubický kraj,438,2819,522662,106085,7598,1242.1029269393987,20,False,0,930.38601121742,16,True,2,37.10186891287181,30,False,0,0.84375935348698,5,73,2021-03-29
CZ063,Kraj Vysočina,404,2695,509813,104291,6531,1147.4795660369587,20,False,0,808.3151949832679,16,True,2,41.264737406216504,30,False,0,0.9107806691449815,5,73,2021-03-29
CZ064,Jihomoravský kraj,862,5082,1191989,238620,14762,945.8140972777434,16,False,0,754.7565166373314,16,True,2,34.42622950819672,30,False,0,0.9266958424507659,5,69,2021-03-29
CZ071,Olomoucký kraj,435,2869,632015,130935,8715,1017.0644684066043,20,False,0,784.3586512391645,16,True,2,32.920252438324724,30,False,0,0.8584679832435668,5,73,2021-03-29
CZ072,Zlínský kraj,384,2403,582555,121339,7138,831.1661559852718,16,False,0,626.3443740264878,16,True,2,33.664892126646116,30,True,2,1.021249468763281,10,76,2021-03-29
CZ080,Moravskoslezský kraj,841,4879,1200539,240829,18044,863.0290227972603,16,False,0,700.0818007798064,16,True,2,27.03945909997783,30,False,0,0.9263337763432694,5,69,2021-03-29
