code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,9637,45505,10693939,2131630,172389,1111.2088819657565,20,False,0,1091.4183043023413,20,True,2,26.39669584486249,30,False,0,0.6779345380867959,0,72,2020-11-15
