code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,63,1016,1324277,251166,0.0,122.93500528967883,10,True,0,37.82359077263642,4,True,2,0.0,0,False,0,1.4411347517730497,20,36,2020-09-05
CZ020,Středočeský kraj,51,616,1385141,255825,0.0,67.7187376591986,7,True,0,31.662269129287598,4,True,2,0.0,0,False,0,1.6426666666666667,25,38,2020-09-05
CZ031,Jihočeský kraj,15,211,644083,131832,0.0,51.70141115353145,7,True,0,19.7220705139875,2,True,2,0.0,0,False,0,1.8508771929824561,25,36,2020-09-05
CZ032,Plzeňský kraj,19,166,589899,119690,0.0,44.7534238912085,4,True,0,30.077700726877765,4,True,2,0.0,0,False,0,1.66,25,35,2020-09-05
CZ041,Karlovarský kraj,12,75,294664,60178,0.0,38.009393750169686,4,True,0,43.205158031174186,4,True,2,0.0,0,False,0,2.34375,30,40,2020-09-05
CZ042,Ústecký kraj,5,105,820965,161527,0.0,24.605190233444787,2,True,0,11.762739356268613,2,True,2,0.0,0,False,0,1.0194174757281553,10,16,2020-09-05
CZ051,Liberecký kraj,5,98,443690,89906,0.0,36.51197908449593,4,True,0,17.79636509242987,2,True,2,0.0,0,False,0,1.3424657534246576,15,23,2020-09-05
CZ052,Královéhradecký kraj,29,131,551647,119407,0.0,37.70527166829512,4,True,0,36.848760960412704,4,True,2,0.0,0,False,0,1.7236842105263157,25,35,2020-09-05
CZ053,Pardubický kraj,20,183,522662,106085,0.0,53.380578653125724,7,True,0,40.53353442993826,4,True,2,0.0,0,False,0,2.010989010989011,30,43,2020-09-05
CZ063,Kraj Vysočina,41,183,509813,104291,0.0,60.02200806962553,7,True,0,50.81934203334899,7,True,2,0.0,0,False,0,1.8484848484848484,25,41,2020-09-05
CZ064,Jihomoravský kraj,49,442,1191989,238620,0.0,58.138120402117806,7,True,0,33.526108456960856,4,True,2,0.0,0,False,0,1.5785714285714285,20,33,2020-09-05
CZ071,Olomoucký kraj,12,84,632015,130935,0.0,30.062577628695525,4,True,0,25.20334517126819,4,True,2,0.0,0,False,0,0.8484848484848485,5,15,2020-09-05
CZ072,Zlínský kraj,10,103,582555,121339,0.0,32.09997339307019,4,True,0,21.427570690379845,2,True,2,0.0,0,False,0,1.1704545454545454,10,18,2020-09-05
CZ080,Moravskoslezský kraj,19,196,1200539,240829,0.0,32.4021127177043,4,False,0,20.346386855403626,2,True,2,0.0,0,False,0,1.0315789473684212,10,18,2020-09-05
