code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,29,379,1324277,251166,29285,74.90879929199103,7,False,0,31.851444861167515,4,True,2,1.2941779067782142,0,False,0,0.6878402903811253,0,13,2021-05-29
CZ020,Středočeský kraj,29,313,1385141,255825,17527,56.67293077022483,7,False,0,25.01710153425193,4,True,2,1.7858161693387344,0,True,2,0.7542168674698795,0,15,2021-05-29
CZ031,Jihočeský kraj,24,267,644083,131832,4300,102.47126534934162,7,False,0,59.1662115419625,7,True,2,6.209302325581395,3,False,0,0.7994011976047904,0,19,2021-05-29
CZ032,Plzeňský kraj,15,174,589899,119690,3629,62.04451948553905,7,False,0,26.735733979446906,4,True,2,4.794709286304768,3,False,0,0.9157894736842105,5,21,2021-05-29
CZ041,Karlovarský kraj,2,23,294664,60178,1013,23.07713191974588,2,False,0,16.617368473528533,2,True,2,2.270483711747285,0,False,0,0.6764705882352942,0,6,2021-05-29
CZ042,Ústecký kraj,23,281,820965,161527,4252,79.29692496026018,7,False,0,40.24095042933998,4,True,2,6.608654750705551,3,True,2,0.8515151515151516,5,23,2021-05-29
CZ051,Liberecký kraj,27,170,443690,89906,8074,97.59066014559716,7,False,0,64.51182346005828,7,True,2,2.1055239038890265,0,False,0,0.7203389830508474,0,16,2021-05-29
CZ052,Královéhradecký kraj,8,67,551647,119407,3473,34.0797647771129,4,False,0,18.424380480206352,2,True,2,1.9291678663979268,0,False,0,0.6767676767676768,0,8,2021-05-29
CZ053,Pardubický kraj,18,95,522662,106085,3568,59.69441053682878,7,False,0,45.24673610783805,4,True,2,2.662556053811659,0,False,0,0.536723163841808,0,13,2021-05-29
CZ063,Kraj Vysočina,13,166,509813,104291,4156,83.95235115620825,7,False,0,45.06620897296986,4,True,2,3.994225216554379,3,False,0,0.6859504132231405,0,16,2021-05-29
CZ064,Jihomoravský kraj,48,378,1191989,238620,11785,85.31957929141964,7,False,0,59.08976615539352,7,True,2,3.2074671192193467,3,False,0,0.6596858638743456,0,19,2021-05-29
CZ071,Olomoucký kraj,34,297,632015,130935,4190,113.60489861791255,7,False,0,71.02760911902853,7,True,2,7.088305489260144,7,False,0,0.7714285714285715,0,23,2021-05-29
CZ072,Zlínský kraj,32,288,582555,121339,3908,119.13038253898775,7,False,0,81.58959609029249,7,True,2,7.36949846468782,7,False,0,0.75,0,23,2021-05-29
CZ080,Moravskoslezský kraj,70,486,1200539,240829,15265,108.11810361845804,7,False,0,65.60671679905658,7,True,2,3.183753684900098,3,False,0,0.6428571428571429,0,19,2021-05-29
