code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,76,454,10693939,2131630,16825,7.873618878880832,0,True,0,5.676407256418797,0,True,2,2.698365527488856,0,True,2,1.30835734870317,15,19,2020-06-21
