code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,59,1307,10693939,2131630,238195,23.40578153662556,2,True,0,5.207282689772615,0,True,2,0.5487100904720922,0,True,2,1.06260162601626,10,16,2021-08-16
