code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,814,4901,1324277,251166,19606,800.7388182381782,16,False,0,705.907646735625,16,True,2,24.997449760277465,25,False,0,0.9443159922928709,5,64,2021-01-22
CZ020,Středočeský kraj,1081,6514,1385141,255825,22044,1025.8161443492036,20,False,0,967.4582233948988,20,True,2,29.549990927236436,30,False,0,0.9054767862107311,5,77,2021-01-22
CZ031,Jihočeský kraj,536,2484,644083,131832,8592,876.2845782298243,16,False,0,892.0444201711268,16,True,2,28.910614525139668,30,False,0,0.8184514003294893,5,69,2021-01-22
CZ032,Plzeňský kraj,430,2818,589899,119690,8205,968.1318327374686,20,False,0,806.2494778176957,16,True,2,34.344911639244366,30,True,2,1.0224963715529753,10,80,2021-01-22
CZ041,Karlovarský kraj,444,2415,294664,60178,6515,1510.5340319821898,20,True,0,1508.8570573963907,20,True,2,37.06830391404451,30,False,0,1.2551975051975053,15,87,2021-01-22
CZ042,Ústecký kraj,537,2822,820965,161527,9153,775.3071080983964,16,False,0,755.910776526525,16,True,2,30.83142139189337,30,False,0,0.8763975155279503,5,69,2021-01-22
CZ051,Liberecký kraj,451,2586,443690,89906,7746,1393.9913002321439,20,False,0,1255.7560118345828,20,True,2,33.38497288923315,30,False,0,0.8021091811414393,5,77,2021-01-22
CZ052,Královéhradecký kraj,902,5214,551647,119407,12306,1937.6521579923394,20,False,0,1695.0430041789846,20,True,2,42.36957581667479,30,False,0,1.053546170943625,10,82,2021-01-22
CZ053,Pardubický kraj,476,2873,522662,106085,8662,1261.427079068308,20,False,0,1081.2084649102135,20,True,2,33.1678596167167,30,False,0,0.8442550690567147,5,77,2021-01-22
CZ063,Kraj Vysočina,307,1797,509813,104291,5311,864.8269071208463,16,False,0,803.5209174329522,16,True,2,33.83543588778008,30,False,0,0.747504159733777,0,64,2021-01-22
CZ064,Jihomoravský kraj,893,4769,1191989,238620,15155,895.8975292557229,16,False,0,860.7828346324701,16,True,2,31.468162322665787,30,False,0,0.8368134760484296,5,69,2021-01-22
CZ071,Olomoucký kraj,519,2829,632015,130935,7698,1034.3108945199085,20,False,0,937.8699354641616,16,True,2,36.749805144193296,30,False,0,0.924812030075188,5,73,2021-01-22
CZ072,Zlínský kraj,445,2370,582555,121339,7607,1011.2349906875746,20,False,0,951.8786210534123,16,True,2,31.155514657552253,30,False,0,0.7452830188679245,0,68,2021-01-22
CZ080,Moravskoslezský kraj,1112,5550,1200539,240829,20469,1161.0618230644736,20,False,0,1186.3189233854728,20,True,2,27.114172651326395,30,False,0,0.7154827897383009,0,72,2021-01-22
