code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,4078,26421,10693939,2131630,116039,515.5163125579826,16,False,0,403.212565032393,13,True,2,22.769069019898485,20,False,0,0.9204961153886353,5,56,2021-04-14
