id,den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,code_cz,name_cz,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
ed079993-8a15-4219-a6f8-e81649c1e801,monday,2020-06-08,1000,nezařazení,96,17,12,333,138,110,22,1,3785,1000,Praha,1324277,251166,CZ010,Praha,CZ,ČR,12.98821923207909,2,True,0,10.749862640644036,2,True,2,2.536327608982827,0,True,2,0.9230769230769231,5,13
a7208884-1714-40f6-9f33-d21613eb6275,monday,2020-06-08,2101,Benešov,0,0,0,1,0,0,0,0,89,2101,Benešov,61022,12125,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
9d971653-ad34-48c1-823f-5e179b721002,monday,2020-06-08,2102,Beroun,0,0,0,0,0,0,0,0,100,2102,Beroun,64927,11392,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
50c885cd-2dbe-46a7-9f3b-b58076d5c276,monday,2020-06-08,2103,Brandýs nad Labem-Stará Boleslav,0,0,0,6,2,2,0,0,196,2103,Brandýs nad Labem-Stará Boleslav,113282,16416,CZ020,Středočeský kraj,CZ,ČR,0.8827527762574813,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
a33a80a9-61cf-4bd2-8ac9-10e82ac82898,monday,2020-06-08,2104,Čáslav,0,0,0,0,0,0,0,0,17,2104,Čáslav,25663,5212,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
99e5fbcb-5249-4ade-bf18-642d710c2c19,monday,2020-06-08,2105,Černošice,9,0,0,14,3,2,0,0,383,2105,Černošice,149338,23399,CZ020,Středočeský kraj,CZ,ČR,7.365841246032491,0,True,0,0.0,0,False,0,2.3498694516971277,0,True,2,2.25,30,32
fa8fb728-f3ad-4a9e-9f43-7403a7c1e249,monday,2020-06-08,2106,Český Brod,0,0,0,1,1,0,0,0,17,2106,Český Brod,21537,3709,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
be123826-6357-49ce-9a3c-5993557dac9c,monday,2020-06-08,2107,Dobříš,0,0,0,1,1,0,0,0,29,2107,Dobříš,23079,4340,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
2271360a-31e2-41ea-ba3c-163ad6afe2b6,monday,2020-06-08,2108,Hořovice,0,0,0,1,1,1,0,0,45,2108,Hořovice,30131,6103,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
44d1d07b-e6a5-486d-8279-d17079de083e,monday,2020-06-08,2109,Kladno,3,0,0,7,3,3,0,0,245,2109,Kladno,125957,24239,CZ020,Středočeský kraj,CZ,ČR,2.3817652055860337,0,True,0,0.0,0,False,0,1.2244897959183674,0,True,2,0.0,0,2
8017a237-01a9-442d-9482-c5b453c71945,monday,2020-06-08,2110,Kolín,0,0,0,10,5,4,0,0,83,2110,Kolín,83500,16849,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
f9e5baaf-b2a9-402a-8440-c6f3b8313c37,monday,2020-06-08,2111,Kralupy nad Vltavou,0,0,0,3,1,0,0,0,66,2111,Kralupy nad Vltavou,32515,5889,CZ020,Středočeský kraj,CZ,ČR,3.075503613716746,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
765a40ae-6af7-48d4-a986-79fc87b7de45,monday,2020-06-08,2112,Kutná Hora,1,0,0,3,1,0,0,0,50,2112,Kutná Hora,50165,10703,CZ020,Středočeský kraj,CZ,ČR,1.9934217083624042,0,False,0,0.0,0,False,0,2.0,0,True,2,1.0,10,12
eda67b41-7133-4153-9ca5-a1fd39271541,monday,2020-06-08,2113,Lysá nad Labem,0,0,0,0,0,0,0,0,35,2113,Lysá nad Labem,26907,3448,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
02fb3828-f2fe-4b13-96ff-85ba3227cdf2,monday,2020-06-08,2114,Mělník,0,0,0,2,0,0,0,0,58,2114,Mělník,44600,8655,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
2e9148af-55d2-4a46-99ea-17f885ac890e,monday,2020-06-08,2115,Mladá Boleslav,6,0,0,25,4,0,0,0,152,2115,Mladá Boleslav,112464,20603,CZ020,Středočeský kraj,CZ,ČR,6.224213970692844,0,True,0,0.0,0,False,0,3.9473684210526314,3,True,2,3.0,30,35
719a8e92-eaa0-40f8-bc48-01f497d2717d,monday,2020-06-08,2116,Mnichovo Hradiště,0,0,0,0,0,0,0,0,17,2116,Mnichovo Hradiště,17901,3388,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
c74725dd-13f9-494c-bf0e-d9cb01047cbb,monday,2020-06-08,2117,Neratovice,0,0,0,5,1,1,0,0,67,2117,Neratovice,32187,5907,CZ020,Středočeský kraj,CZ,ČR,6.213688756330195,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
f3c743f3-6c4d-4c48-8344-be4529b38d95,monday,2020-06-08,2118,Nymburk,0,0,0,1,1,1,0,0,26,2118,Nymburk,40183,8167,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
8ec0c8c7-44ed-4ed3-95a2-70d67337140e,monday,2020-06-08,2119,Poděbrady,1,0,0,12,9,7,9,0,85,2119,Poděbrady,31382,6883,CZ020,Středočeský kraj,CZ,ČR,41.42502071251035,4,True,0,130.75693738195554,10,True,2,1.1764705882352942,0,False,0,0.08333333333333333,0,16
54448c3e-0022-4e40-974a-839d3086d0f1,monday,2020-06-08,2120,Příbram,0,0,0,4,1,0,0,0,53,2120,Příbram,69951,14592,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
64b193c8-6325-42bc-aab6-704c7a0dccfd,monday,2020-06-08,2121,Rakovník,1,0,0,2,0,0,0,0,87,2121,Rakovník,55562,11623,CZ020,Středočeský kraj,CZ,ČR,1.7997912242179908,0,False,0,0.0,0,False,0,1.1494252873563218,0,True,2,0.0,0,2
ceca8035-86c0-4712-9e82-27ce30ca1132,monday,2020-06-08,2122,Říčany,0,0,0,2,0,1,0,0,138,2122,Říčany,71896,11376,CZ020,Středočeský kraj,CZ,ČR,2.781795927450762,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
d955d4c8-261a-4263-be94-26346f93978d,monday,2020-06-08,2123,Sedlčany,0,0,0,0,0,0,0,0,20,2123,Sedlčany,22074,4717,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
21abcea2-4814-4f4f-9f74-79eec34e0fc4,monday,2020-06-08,2124,Slaný,0,0,0,3,3,3,0,0,51,2124,Slaný,40526,7771,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
d5ba54cb-b5fc-4d7f-aa26-123031fce12c,monday,2020-06-08,2125,Vlašim,0,0,0,0,0,0,0,0,41,2125,Vlašim,25947,5665,CZ020,Středočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
