code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,249,629,1324277,251166,1179,110.09781186262391,7,False,0,219.37682648129126,10,True,2,53.350296861747246,30,False,0,0.8699861687413555,5,54,2023-03-20
CZ020,Středočeský kraj,220,588,1385141,255825,545,96.81324861512293,7,False,0,194.27342910192513,10,True,2,107.88990825688074,30,False,0,0.7913862718707941,0,49,2023-03-20
CZ031,Jihočeský kraj,165,386,644083,131832,407,134.60998039072604,10,False,0,284.45294010558894,13,True,2,94.84029484029483,30,False,0,0.8041666666666667,5,60,2023-03-20
CZ032,Plzeňský kraj,111,322,589899,119690,299,122.22431297561108,10,False,0,207.2019383407135,10,True,2,107.6923076923077,30,False,0,0.9070422535211268,5,57,2023-03-20
CZ041,Karlovarský kraj,47,124,294664,60178,77,89.93294056959792,7,False,0,152.8797899564625,10,True,2,161.03896103896105,30,False,0,0.9538461538461539,5,54,2023-03-20
CZ042,Ústecký kraj,163,481,820965,161527,496,127.167418830279,10,False,0,218.53931540856945,10,True,2,96.9758064516129,30,False,0,0.8841911764705882,5,57,2023-03-20
CZ051,Liberecký kraj,58,156,443690,89906,202,77.53160990781852,7,False,0,150.15683046737703,10,True,2,77.22772277227723,30,False,0,0.8478260869565217,5,54,2023-03-20
CZ052,Královéhradecký kraj,147,299,551647,119407,425,109.85285880282137,7,False,0,221.9300376024856,10,True,2,70.35294117647058,30,False,0,0.8898809523809523,5,54,2023-03-20
CZ053,Pardubický kraj,129,263,522662,106085,224,112.30967623435413,7,False,0,246.97176792194938,13,True,2,117.41071428571428,30,True,2,0.8622950819672132,5,59,2023-03-20
CZ063,Kraj Vysočina,122,285,509813,104291,157,125.9285267343124,10,True,0,248.3435771063658,13,True,2,181.52866242038218,30,False,0,0.8284883720930233,5,60,2023-03-20
CZ064,Jihomoravský kraj,223,568,1191989,238620,435,103.44055188428753,7,False,0,199.4803453189171,10,True,2,130.57471264367817,30,False,0,0.8888888888888888,5,54,2023-03-20
CZ071,Olomoucký kraj,144,347,632015,130935,242,114.5542431746082,7,False,0,226.83010654141367,10,True,2,143.38842975206612,30,False,0,0.9204244031830239,5,54,2023-03-20
CZ072,Zlínský kraj,91,252,582555,121339,233,91.32184943910876,7,False,0,171.42056552303876,10,True,2,108.15450643776825,30,False,0,0.8719723183391004,5,54,2023-03-20
CZ080,Moravskoslezský kraj,196,519,1200539,240829,301,88.29367475775464,7,True,0,158.61877099518745,10,True,2,172.42524916943523,30,False,0,0.9351351351351351,5,54,2023-03-20
