code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,11613,130822,10693939,2131630,574140,2229.0383365755124,20,True,0,996.7020542964774,20,True,2,22.785731703068937,20,False,0,1.1553447788610993,10,72,2021-11-27
