code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,50,782,1324277,251166,12453,103.22613773402392,7,True,0,35.832875468813455,4,True,2,6.27961133863326,3,False,0,1.2237871674491392,15,31,2020-09-02
CZ020,Středočeský kraj,34,440,1385141,255825,7098,51.90807289654988,7,True,0,23.84442489983387,2,True,2,6.198929275852353,3,True,2,1.4057507987220448,20,36,2020-09-02
CZ031,Jihočeský kraj,11,137,644083,131832,2306,39.43591121020117,4,True,0,17.44644699314279,2,True,2,5.941023417172593,3,False,0,1.2568807339449541,15,26,2020-09-02
CZ032,Plzeňský kraj,18,131,589899,119690,2394,38.1421226345527,4,True,0,26.735733979446906,4,True,2,5.472013366750208,3,True,2,1.2242990654205608,15,30,2020-09-02
CZ041,Karlovarský kraj,18,59,294664,60178,878,30.543262834957783,4,True,0,38.219947489115626,4,True,2,6.719817767653759,3,False,0,1.6857142857142857,25,38,2020-09-02
CZ042,Ústecký kraj,8,110,820965,161527,2189,21.925417039703277,2,True,0,11.143647811201843,2,True,2,5.025125628140704,3,True,2,1.4864864864864864,20,31,2020-09-02
CZ051,Liberecký kraj,8,92,443690,89906,1509,30.20126665013861,4,True,0,18.90863791070674,2,True,2,6.096752816434725,3,True,2,1.4603174603174602,20,33,2020-09-02
CZ052,Královéhradecký kraj,9,92,551647,119407,2147,29.72915650769423,4,True,0,17.586908640196974,2,True,2,4.2850489054494645,3,True,2,1.1794871794871795,10,23,2020-09-02
CZ053,Pardubický kraj,23,128,522662,106085,2106,44.96213614152167,4,True,0,38.64825375877834,4,True,2,6.077872744539412,3,True,2,1.4222222222222223,20,35,2020-09-02
CZ063,Kraj Vysočina,15,126,509813,104291,1856,50.214490411189985,7,True,0,29.724520811958847,4,True,2,6.788793103448276,3,False,0,1.024390243902439,10,26,2020-09-02
CZ064,Jihomoravský kraj,45,339,1191989,238620,3966,46.64472574830808,4,True,0,29.75442125555276,4,True,2,8.547655068078669,7,True,2,1.486842105263158,20,39,2020-09-02
CZ071,Olomoucký kraj,13,88,632015,130935,2173,27.21454395860858,4,True,0,21.384656508954826,2,True,2,4.049700874367234,3,False,0,0.9072164948453608,5,16,2020-09-02
CZ072,Zlínský kraj,13,84,582555,121339,2401,27.465217876423687,4,False,0,23.89998269311598,2,True,2,3.498542274052478,3,False,0,1.1830985915492958,10,21,2020-09-02
CZ080,Moravskoslezský kraj,29,195,1200539,240829,9323,32.98518415478381,4,True,0,24.498710703445184,2,True,2,2.0916014158532663,0,False,0,1.1607142857142858,10,18,2020-09-02
