code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,11,590,1324277,251166,0.0,82.15803793315145,7,True,0,9.953576519114849,0,True,2,0.0,0,False,0,1.1174242424242424,10,19,2021-07-17
CZ020,Středočeský kraj,11,305,1385141,255825,0.0,40.429097109969305,4,True,0,6.254275383562982,0,True,2,0.0,0,False,0,1.0777385159010602,10,16,2021-07-17
CZ031,Jihočeský kraj,8,52,644083,131832,0.0,13.507575886958668,2,True,0,6.8268705625341335,0,True,2,0.0,0,False,0,1.2682926829268293,15,19,2021-07-17
CZ032,Plzeňský kraj,7,220,589899,119690,0.0,66.45205365664292,7,True,0,6.683933494861726,0,True,2,0.0,0,False,0,1.0679611650485437,10,19,2021-07-17
CZ041,Karlovarský kraj,3,21,294664,60178,0.0,10.181087611652595,2,True,0,4.985210542058559,0,True,2,0.0,0,False,0,1.9090909090909092,30,34,2021-07-17
CZ042,Ústecký kraj,5,59,820965,161527,0.0,12.058979371836802,2,True,0,4.952732360534152,0,True,2,0.0,0,False,0,1.2553191489361701,15,19,2021-07-17
CZ051,Liberecký kraj,0,34,443690,89906,0.0,16.452928846717302,2,False,0,0.0,0,False,0,0.0,0,False,0,0.8947368421052632,5,7,2021-07-17
CZ052,Královéhradecký kraj,1,44,551647,119407,0.0,13.414375497374227,2,True,0,0.8374718400093797,0,True,2,0.0,0,False,0,1.3333333333333333,15,19,2021-07-17
CZ053,Pardubický kraj,11,77,522662,106085,0.0,23.724701623611434,2,True,0,13.196964698119432,2,True,2,0.0,0,False,0,1.1846153846153846,10,16,2021-07-17
CZ063,Kraj Vysočina,3,47,509813,104291,0.0,20.79193743588335,2,True,0,4.794277550315942,0,True,2,0.0,0,False,0,0.734375,0,4,2021-07-17
CZ064,Jihomoravský kraj,3,76,1191989,238620,0.0,11.241714478908781,2,True,0,1.2572290671360322,0,True,2,0.0,0,False,0,1.1875,10,14,2021-07-17
CZ071,Olomoucký kraj,1,38,632015,130935,0.0,9.651669659739088,0,True,0,0.7637377324626723,0,True,2,0.0,0,False,0,1.3571428571428572,15,17,2021-07-17
CZ072,Zlínský kraj,2,32,582555,121339,0.0,10.127799091931234,2,False,0,1.6482746684907572,0,True,2,0.0,0,False,0,1.032258064516129,10,14,2021-07-17
CZ080,Moravskoslezský kraj,9,95,1200539,240829,0.0,14.493490007405006,2,False,0,5.813253387258179,0,True,2,0.0,0,False,0,0.9693877551020408,5,9,2021-07-17
