code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,404,2948,1324277,251166,16631,568.6876688185326,16,False,0,442.7350835702284,13,True,2,17.725933497685045,15,False,0,0.7076332213154105,0,46,2021-04-06
CZ020,Středočeský kraj,467,3588,1385141,255825,13307,733.1383591995327,16,False,0,540.6039284667253,16,True,2,26.96325242353648,30,False,0,0.6157542474686802,0,64,2021-04-06
CZ031,Jihočeský kraj,423,2178,644083,131832,6195,919.6019767638643,16,False,0,771.4363735663571,16,True,2,35.157384987893465,30,False,0,0.6654445462878094,0,64,2021-04-06
CZ032,Plzeňský kraj,212,1285,589899,119690,4491,622.3099208508576,16,False,0,502.9659954883449,16,True,2,28.612781117791137,30,False,0,0.605275553462082,0,64,2021-04-06
CZ041,Karlovarský kraj,55,288,294664,60178,1615,269.79882170879375,13,False,0,252.58400079763368,13,True,2,17.8328173374613,15,False,0,0.6247288503253796,0,43,2021-04-06
CZ042,Ústecký kraj,515,2867,820965,161527,8115,944.7418586663255,16,False,0,828.344487299337,16,True,2,35.329636475662355,30,False,0,0.6648886827458256,0,64,2021-04-06
CZ051,Liberecký kraj,208,1277,443690,89906,4079,792.8959408596093,16,False,0,648.4550530554134,16,True,2,31.306692816866878,30,False,0,0.6369077306733167,0,64,2021-04-06
CZ052,Královéhradecký kraj,150,788,551647,119407,3519,410.0448293927095,13,False,0,355.9255320039864,13,True,2,22.392725206024437,20,False,0,0.6080246913580247,0,48,2021-04-06
CZ053,Pardubický kraj,267,1855,522662,106085,5195,861.3597315282152,16,False,0,625.913182825093,16,True,2,35.707410972088546,30,False,0,0.7414068745003997,0,64,2021-04-06
CZ063,Kraj Vysočina,290,1865,509813,104291,4487,871.2998687754138,16,False,0,631.8857811316414,16,True,2,41.564519723646086,30,True,2,0.73686290003951,0,66,2021-04-06
CZ064,Jihomoravský kraj,517,3050,1191989,238620,10604,669.0497982783398,16,False,0,567.0103092783505,16,True,2,28.762731044888724,30,False,0,0.6465974136103455,0,64,2021-04-06
CZ071,Olomoucký kraj,277,1743,632015,130935,5903,699.0340419135622,16,False,0,522.3966090044678,16,True,2,29.527358970015243,30,False,0,0.6574877404752923,0,64,2021-04-06
CZ072,Zlínský kraj,345,1814,582555,121339,5534,731.4330835715083,16,False,0,597.4995673278995,16,True,2,32.779183230936034,30,False,0,0.7080405932864949,0,64,2021-04-06
CZ080,Moravskoslezský kraj,600,3365,1200539,240829,13885,676.4461629318165,16,False,0,594.1975426547467,16,True,2,24.234785740007204,25,False,0,0.7127727176445668,0,59,2021-04-06
