code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,675,2883,1324277,251166,5822,490.22976310847355,16,False,0,614.732885820533,16,True,2,49.519065613191344,30,False,0,0.8683734939759036,5,69,2022-08-09
CZ020,Středočeský kraj,578,2533,1385141,255825,4206,413.6041023982396,13,False,0,503.8600605882928,16,True,2,60.223490252020916,30,False,0,0.8343214756258235,5,66,2022-08-09
CZ031,Jihočeský kraj,273,952,644083,131832,1299,305.70594162553584,13,False,0,417.956186661812,13,True,2,73.2871439568899,30,True,2,0.9491525423728814,5,65,2022-08-09
CZ032,Plzeňský kraj,167,865,589899,119690,1263,317.34246031947845,13,False,0,323.33528281393603,13,True,2,68.48772763262075,30,True,2,0.8547430830039525,5,65,2022-08-09
CZ041,Karlovarský kraj,112,418,294664,60178,583,340.3876958162517,13,False,0,390.5081591279205,13,True,2,71.69811320754717,30,False,0,0.7641681901279708,0,58,2022-08-09
CZ042,Ústecký kraj,310,1365,820965,161527,1901,348.3705151863965,13,False,0,413.5531521046017,13,True,2,71.80431351920042,30,True,2,0.8962573867367039,5,65,2022-08-09
CZ051,Liberecký kraj,162,676,443690,89906,1044,293.2227456106741,13,True,0,355.92730184859744,13,True,2,64.75095785440614,30,True,2,1.0226928895612708,10,70,2022-08-09
CZ052,Královéhradecký kraj,296,1018,551647,119407,1490,401.162337509313,13,False,0,535.9819776060029,16,True,2,68.32214765100672,30,True,2,0.8906386701662292,5,68,2022-08-09
CZ053,Pardubický kraj,237,850,522662,106085,1090,342.28621939226497,13,False,0,448.6967997360607,13,True,2,77.98165137614679,30,True,2,0.8790072388831437,5,65,2022-08-09
CZ063,Kraj Vysočina,172,727,509813,104291,995,310.70215941923806,13,False,0,393.13075912590733,13,True,2,73.06532663316582,30,True,2,0.9098873591989988,5,65,2022-08-09
CZ064,Jihomoravský kraj,552,2155,1191989,238620,3091,403.1916401913105,13,False,0,489.0621071159165,16,True,2,69.71853769006793,30,False,0,0.8675523349436393,5,66,2022-08-09
CZ071,Olomoucký kraj,289,1158,632015,130935,1293,364.0736374927811,13,True,0,425.40191698170844,13,True,2,89.55916473317865,30,True,2,1.0175746924428823,10,70,2022-08-09
CZ072,Zlínský kraj,287,1126,582555,121339,1376,411.6349529229,13,False,0,521.6789325773248,16,True,2,81.8313953488372,30,True,2,0.9470142977291842,5,68,2022-08-09
CZ080,Moravskoslezský kraj,593,2244,1200539,240829,2672,381.995087206663,13,False,0,497.44839699537846,16,True,2,83.98203592814372,30,True,2,0.9986648865153538,5,68,2022-08-09
