den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,code_cz,name_cz,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
pondělí,2021-06-21,5301,Česká Třebová,0,0,0,2,1,2,0,0,63,5301,Česká Třebová,17969,3841,CZ053,Pardubický kraj,CZ,ČR,5.565139963270076,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
pondělí,2021-06-21,5302,Hlinsko,1,1,1,1,0,0,0,0,60,5302,Hlinsko,21017,4465,CZ053,Pardubický kraj,CZ,ČR,19.03221201884189,2,False,0,44.79283314669653,4,True,2,1.6666666666666667,0,False,0,0.25,0,8
pondělí,2021-06-21,5303,Holice,1,0,0,0,0,0,0,0,73,5303,Holice,17910,3461,CZ053,Pardubický kraj,CZ,ČR,16.750418760469014,2,False,0,28.89338341519792,4,True,2,1.36986301369863,0,False,0,1.0,10,18
pondělí,2021-06-21,5304,Chrudim,0,0,0,1,0,0,0,0,483,5304,Chrudim,83596,17211,CZ053,Pardubický kraj,CZ,ČR,9.569835877314704,0,False,0,5.810237638719424,0,True,2,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,5305,Králíky,0,0,0,1,0,0,0,0,20,5305,Králíky,8676,1838,CZ053,Pardubický kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,5306,Lanškroun,2,1,1,1,2,0,0,0,66,5306,Lanškroun,23140,4468,CZ053,Pardubický kraj,CZ,ČR,8.64304235090752,0,True,0,22.381378692927484,2,True,2,3.0303030303030303,3,True,2,0.0,0,9
pondělí,2021-06-21,5307,Litomyšl,0,0,0,4,3,2,0,2,100,5307,Litomyšl,27205,5327,CZ053,Pardubický kraj,CZ,ČR,3.6757948906451023,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,5308,Moravská Třebová,0,0,0,2,0,0,0,0,43,5308,Moravská Třebová,26138,5476,CZ053,Pardubický kraj,CZ,ČR,11.477542275614049,2,False,0,0.0,0,False,0,0.0,0,False,0,,30,32
pondělí,2021-06-21,5309,Pardubice,16,2,2,40,19,10,1,0,925,5309,Pardubice,131691,26335,CZ053,Pardubický kraj,CZ,ČR,15.946420028703555,2,True,0,7.594456047085628,0,True,2,1.7297297297297298,0,True,2,1.7777777777777777,25,31
pondělí,2021-06-21,5310,Polička,2,0,0,14,8,5,0,0,66,5310,Polička,19611,3995,CZ053,Pardubický kraj,CZ,ČR,10.19835806435164,2,False,0,0.0,0,False,0,3.0303030303030303,3,True,2,2.0,30,37
pondělí,2021-06-21,5311,Přelouč,0,0,0,2,0,0,0,0,106,5311,Přelouč,25840,5172,CZ053,Pardubický kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,5312,Svitavy,2,0,0,12,4,2,0,0,104,5312,Svitavy,31379,6533,CZ053,Pardubický kraj,CZ,ČR,19.121068230345134,2,False,0,0.0,0,False,0,1.9230769230769231,0,False,0,0.0,0,2
pondělí,2021-06-21,5313,Ústí nad Orlicí,0,0,0,0,0,1,0,0,97,5313,Ústí nad Orlicí,26573,5651,CZ053,Pardubický kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,5314,Vysoké Mýto,0,0,0,9,4,4,0,0,157,5314,Vysoké Mýto,32454,6661,CZ053,Pardubický kraj,CZ,ČR,15.406421396438034,2,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,5315,Žamberk,0,0,0,2,0,0,0,0,80,5315,Žamberk,29463,5651,CZ053,Pardubický kraj,CZ,ČR,3.3940874995757393,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,6101,Bystřice nad Pernštejnem,0,0,0,10,8,6,0,0,95,6101,Bystřice nad Pernštejnem,19755,4235,CZ063,Kraj Vysočina,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,6102,Havlíčkův Brod,9,1,0,35,10,5,1,0,193,6102,Havlíčkův Brod,52932,10770,CZ063,Kraj Vysočina,CZ,ČR,45.34119247336205,4,True,0,18.570102135561743,2,True,2,4.66321243523316,3,False,0,0.5625,0,11
pondělí,2021-06-21,6103,Humpolec,1,0,0,3,0,0,0,0,31,6103,Humpolec,17852,3773,CZ063,Kraj Vysočina,CZ,ČR,5.601613264620211,0,False,0,0.0,0,False,0,3.225806451612903,3,True,2,0.0,0,5
pondělí,2021-06-21,6104,Chotěboř,1,0,0,2,0,0,1,0,58,6104,Chotěboř,21872,4804,CZ063,Kraj Vysočina,CZ,ČR,9.1441111923921,0,False,0,0.0,0,False,0,1.7241379310344827,0,True,2,1.0,10,12
pondělí,2021-06-21,6105,Jihlava,2,0,0,10,0,0,1,1,391,6105,Jihlava,101074,19707,CZ063,Kraj Vysočina,CZ,ČR,17.808734194748403,2,False,0,5.074339067336479,0,True,2,0.5115089514066496,0,False,0,0.2222222222222222,0,4
pondělí,2021-06-21,6106,Moravské Budějovice,0,0,0,1,0,0,0,0,39,6106,Moravské Budějovice,23098,4818,CZ063,Kraj Vysočina,CZ,ČR,4.329379167027448,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,6107,Náměšť nad Oslavou,0,0,0,1,0,0,0,0,41,6107,Náměšť nad Oslavou,13440,2841,CZ063,Kraj Vysočina,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,6108,Nové Město na Moravě,1,0,0,17,12,5,1,0,136,6108,Nové Město na Moravě,19386,4017,CZ063,Kraj Vysočina,CZ,ČR,20.633446817290828,2,False,0,49.78839930296241,4,True,2,0.7352941176470588,0,False,0,0.25,0,8
pondělí,2021-06-21,6109,Pacov,0,0,0,0,0,0,1,1,19,6109,Pacov,9364,2205,CZ063,Kraj Vysočina,CZ,ČR,21.358393848782573,2,False,0,0.0,0,False,0,0.0,0,False,0,,30,32
pondělí,2021-06-21,6110,Pelhřimov,4,0,0,15,9,9,1,1,113,6110,Pelhřimov,45086,9648,CZ063,Kraj Vysočina,CZ,ČR,15.525883866388678,2,True,0,10.364842454394694,2,True,2,3.5398230088495577,3,False,0,2.0,30,39
pondělí,2021-06-21,6111,Světlá nad Sázavou,0,0,0,0,0,1,1,0,45,6111,Světlá nad Sázavou,19690,4322,CZ063,Kraj Vysočina,CZ,ČR,5.078720162519045,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
pondělí,2021-06-21,6112,Telč,2,0,0,2,0,0,0,0,50,6112,Telč,12975,2736,CZ063,Kraj Vysočina,CZ,ČR,15.414258188824665,2,False,0,0.0,0,False,0,4.0,3,True,2,2.0,30,37
pondělí,2021-06-21,6113,Třebíč,0,0,0,11,0,0,0,0,172,6113,Třebíč,74272,15148,CZ063,Kraj Vysočina,CZ,ČR,16.156828953037483,2,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,6114,Velké Meziříčí,2,1,0,16,8,6,0,0,169,6114,Velké Meziříčí,36390,6564,CZ063,Kraj Vysočina,CZ,ČR,10.992030777686178,2,False,0,15.234613040828764,2,True,2,1.183431952662722,0,False,0,1.0,10,16
pondělí,2021-06-21,6115,Žďár nad Sázavou,10,0,0,26,4,3,0,0,262,6115,Žďár nad Sázavou,42627,8703,CZ063,Kraj Vysočina,CZ,ČR,39.8808267060783,4,False,0,0.0,0,False,0,3.816793893129771,3,True,2,1.1111111111111112,10,19
pondělí,2021-06-21,6201,Blansko,1,0,0,0,0,0,0,0,232,6201,Blansko,57126,11918,CZ064,Jihomoravský kraj,CZ,ČR,7.0020656093547595,0,False,0,8.39066957543212,0,True,2,0.43103448275862066,0,False,0,0.5,0,2
pondělí,2021-06-21,6202,Boskovice,3,0,0,0,0,0,0,0,139,6202,Boskovice,52010,10490,CZ064,Jihomoravský kraj,CZ,ČR,19.227071716977505,2,False,0,9.532888465204957,0,True,2,2.158273381294964,0,False,0,0.75,0,4
pondělí,2021-06-21,6203,Brno,33,6,5,98,0,0,3,3,4047,6203,Brno,381346,79457,CZ064,Jihomoravský kraj,CZ,ČR,20.453866042911162,2,False,0,10.068338849943995,2,True,2,0.815418828762046,0,False,0,0.9428571428571428,5,11
pondělí,2021-06-21,6204,Břeclav,0,0,0,4,0,0,0,0,234,6204,Břeclav,59715,12216,CZ064,Jihomoravský kraj,CZ,ČR,8.373105584861426,0,False,0,8.185985592665357,0,True,2,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,6205,Bučovice,0,0,0,0,0,0,0,0,64,6205,Bučovice,16111,3177,CZ064,Jihomoravský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,6206,Hodonín,1,0,0,8,2,1,0,0,224,6206,Hodonín,60685,12248,CZ064,Jihomoravský kraj,CZ,ČR,8.239268352970257,0,False,0,8.164598301763554,0,True,2,0.4464285714285714,0,False,0,0.25,0,2
pondělí,2021-06-21,6207,Hustopeče,1,0,0,8,1,1,0,0,184,6207,Hustopeče,36311,6981,CZ064,Jihomoravský kraj,CZ,ČR,8.261959185921622,0,False,0,0.0,0,False,0,0.5434782608695652,0,False,0,0.5,0,0
pondělí,2021-06-21,6208,Ivančice,2,2,1,0,0,0,0,0,109,6208,Ivančice,24459,4805,CZ064,Jihomoravský kraj,CZ,ČR,20.442372950652114,2,False,0,62.43496357960458,7,True,2,1.834862385321101,0,False,0,1.0,10,21
pondělí,2021-06-21,6209,Kuřim,3,1,0,8,5,1,0,0,178,6209,Kuřim,23345,4177,CZ064,Jihomoravský kraj,CZ,ČR,21.417862497322766,2,True,0,23.940627244433802,2,True,2,1.6853932584269662,0,True,2,0.75,0,8
pondělí,2021-06-21,6210,Kyjov,1,0,0,10,0,0,0,1,194,6210,Kyjov,55543,11542,CZ064,Jihomoravský kraj,CZ,ČR,14.403255135660661,2,False,0,0.0,0,False,0,0.5154639175257731,0,False,0,0.125,0,2
pondělí,2021-06-21,6211,Mikulov,1,0,0,6,0,0,0,0,78,6211,Mikulov,20265,3954,CZ064,Jihomoravský kraj,CZ,ČR,24.67308166790032,2,False,0,0.0,0,False,0,1.282051282051282,0,False,0,0.5,0,2
pondělí,2021-06-21,6212,Moravský Krumlov,1,0,0,1,0,0,0,0,81,6212,Moravský Krumlov,22452,4592,CZ064,Jihomoravský kraj,CZ,ČR,22.26973098164974,2,False,0,0.0,0,False,0,1.2345679012345678,0,False,0,0.0,0,2
pondělí,2021-06-21,6213,Pohořelice,0,0,0,2,0,0,0,0,185,6213,Pohořelice,14599,2588,CZ064,Jihomoravský kraj,CZ,ČR,6.849784231796698,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
pondělí,2021-06-21,6214,Rosice,5,2,1,3,0,0,1,1,129,6214,Rosice,26284,5080,CZ064,Jihomoravský kraj,CZ,ČR,26.63217166336935,4,True,0,59.05511811023622,7,True,2,3.875968992248062,3,True,2,1.25,15,33
pondělí,2021-06-21,6215,Slavkov u Brna,1,0,0,0,0,0,0,0,137,6215,Slavkov u Brna,24027,4191,CZ064,Jihomoravský kraj,CZ,ČR,4.161984434178216,0,False,0,0.0,0,False,0,0.7299270072992701,0,True,2,0.0,0,2
pondělí,2021-06-21,6216,Šlapanice,0,0,0,1,0,0,0,0,571,6216,Šlapanice,70414,12564,CZ064,Jihomoravský kraj,CZ,ČR,12.781549123753798,2,False,0,15.918497293855461,2,True,2,0.0,0,False,0,0.0,0,6
pondělí,2021-06-21,6217,Tišnov,2,0,0,4,1,0,0,0,117,6217,Tišnov,31725,6213,CZ064,Jihomoravský kraj,CZ,ČR,12.608353033884947,2,False,0,16.095284081764042,2,True,2,1.7094017094017095,0,True,2,0.6666666666666666,0,8
pondělí,2021-06-21,6218,Veselí nad Moravou,1,0,0,3,0,0,0,0,123,6218,Veselí nad Moravou,37715,8138,CZ064,Jihomoravský kraj,CZ,ČR,13.257324671881214,2,False,0,0.0,0,False,0,0.8130081300813009,0,False,0,0.25,0,2
pondělí,2021-06-21,6219,Vyškov,0,0,0,11,1,0,0,0,242,6219,Vyškov,52142,10312,CZ064,Jihomoravský kraj,CZ,ČR,13.424878217176172,2,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,6220,Znojmo,2,0,0,0,0,0,0,0,244,6220,Znojmo,91899,18089,CZ064,Jihomoravský kraj,CZ,ČR,6.528906734567296,0,False,0,0.0,0,False,0,0.819672131147541,0,False,0,0.6666666666666666,0,0
pondělí,2021-06-21,6221,Židlochovice,3,0,0,6,0,0,1,1,192,6221,Židlochovice,33816,5888,CZ064,Jihomoravský kraj,CZ,ČR,26.614620298083747,4,False,0,0.0,0,False,0,1.5625,0,False,0,1.5,20,24
pondělí,2021-06-21,7101,Hranice,4,0,0,2,0,0,0,0,123,7101,Hranice,34146,6800,CZ071,Olomoucký kraj,CZ,ČR,14.643003572892871,2,False,0,0.0,0,False,0,3.2520325203252036,3,True,2,1.3333333333333333,15,22
pondělí,2021-06-21,7102,Jeseník,0,0,0,4,1,0,1,1,83,7102,Jeseník,37968,8400,CZ071,Olomoucký kraj,CZ,ČR,5.267593763168985,0,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,0
pondělí,2021-06-21,7103,Konice,0,0,0,0,0,2,0,0,14,7103,Konice,10634,2373,CZ071,Olomoucký kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,7104,Lipník nad Bečvou,1,1,0,1,0,0,1,1,46,7104,Lipník nad Bečvou,15130,2913,CZ071,Olomoucký kraj,CZ,ČR,13.218770654329148,2,False,0,34.32887058015792,4,True,2,2.1739130434782608,0,True,2,0.0,0,10
pondělí,2021-06-21,7105,Litovel,3,0,0,2,0,0,1,1,80,7105,Litovel,23715,4914,CZ071,Olomoucký kraj,CZ,ČR,16.866961838498842,2,True,0,0.0,0,False,0,3.75,3,True,2,3.0,30,37
pondělí,2021-06-21,7106,Mohelnice,1,0,0,2,0,0,0,0,62,7106,Mohelnice,18362,3710,CZ071,Olomoucký kraj,CZ,ČR,27.230149221217733,4,False,0,0.0,0,False,0,1.6129032258064515,0,False,0,0.3333333333333333,0,4
pondělí,2021-06-21,7107,Olomouc,3,0,0,2,0,0,1,0,673,7107,Olomouc,165165,32742,CZ071,Olomoucký kraj,CZ,ČR,12.714558169103624,2,False,0,9.16254352208173,0,True,2,0.44576523031203563,0,False,0,0.25,0,4
pondělí,2021-06-21,7108,Prostějov,2,0,0,14,5,0,1,0,342,7108,Prostějov,98012,20139,CZ071,Olomoucký kraj,CZ,ČR,7.14198261437375,0,False,0,4.965489845573266,0,True,2,0.5847953216374269,0,False,0,1.0,10,12
pondělí,2021-06-21,7109,Přerov,2,1,0,0,0,0,0,0,362,7109,Přerov,80236,17534,CZ071,Olomoucký kraj,CZ,ČR,16.202203499675957,2,False,0,28.516026006615714,4,True,2,0.5524861878453038,0,False,0,0.4,0,8
pondělí,2021-06-21,7110,Šternberk,3,1,1,3,0,0,0,0,81,7110,Šternberk,24164,4837,CZ071,Olomoucký kraj,CZ,ČR,16.553550736633007,2,True,0,20.67397146991937,2,True,2,3.7037037037037033,3,True,2,3.0,30,41
pondělí,2021-06-21,7111,Šumperk,5,0,0,30,0,0,0,0,147,7111,Šumperk,68988,15147,CZ071,Olomoucký kraj,CZ,ČR,36.23818635124949,4,False,0,6.601967386281111,0,True,2,3.4013605442176873,3,False,0,0.3333333333333333,0,9
pondělí,2021-06-21,7112,Uničov,0,0,0,0,0,0,0,0,46,7112,Uničov,22428,4534,CZ071,Olomoucký kraj,CZ,ČR,4.458712323880864,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,7113,Zábřeh,1,0,0,7,0,0,0,0,77,7113,Zábřeh,33067,6892,CZ071,Olomoucký kraj,CZ,ČR,18.1449783772341,2,False,0,0.0,0,False,0,1.2987012987012987,0,False,0,0.5,0,2
pondělí,2021-06-21,7201,Bystřice pod Hostýnem,1,0,0,0,0,0,0,0,50,7201,Bystřice pod Hostýnem,15242,3294,CZ072,Zlínský kraj,CZ,ČR,6.5608187901850155,0,False,0,0.0,0,False,0,2.0,0,True,2,0.0,0,2
pondělí,2021-06-21,7202,Holešov,0,0,0,0,0,0,0,0,104,7202,Holešov,21540,4371,CZ072,Zlínský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,7203,Kroměříž,7,0,0,0,0,0,1,1,206,7203,Kroměříž,68561,14596,CZ072,Zlínský kraj,CZ,ČR,20.41977217368475,2,False,0,13.702384214853385,2,True,2,3.3980582524271843,3,False,0,1.75,25,34
pondělí,2021-06-21,7204,Luhačovice,2,0,0,2,0,0,0,0,66,7204,Luhačovice,18624,3952,CZ072,Zlínský kraj,CZ,ČR,16.108247422680414,2,True,0,25.303643724696357,4,True,2,3.0303030303030303,3,True,2,0.6666666666666666,0,13
pondělí,2021-06-21,7205,Otrokovice,1,1,0,2,0,0,0,0,194,7205,Otrokovice,34276,7438,CZ072,Zlínský kraj,CZ,ČR,8.7524798692963,0,False,0,13.444474321054047,2,True,2,0.5154639175257731,0,False,0,0.0,0,4
pondělí,2021-06-21,7206,Rožnov pod Radhoštěm,3,1,0,12,0,0,1,1,78,7206,Rožnov pod Radhoštěm,35175,7559,CZ072,Zlínský kraj,CZ,ČR,31.27221037668799,4,False,0,13.229263130043657,2,True,2,3.8461538461538463,3,False,0,3.0,30,41
pondělí,2021-06-21,7207,Uherské Hradiště,3,0,0,14,2,2,1,0,384,7207,Uherské Hradiště,90117,18605,CZ072,Zlínský kraj,CZ,ČR,11.096685420065027,2,False,0,0.0,0,False,0,0.78125,0,False,0,0.375,0,2
pondělí,2021-06-21,7208,Uherský Brod,3,0,0,8,0,0,1,0,255,7208,Uherský Brod,52109,10911,CZ072,Zlínský kraj,CZ,ČR,11.514325740275192,2,False,0,0.0,0,False,0,1.1764705882352942,0,False,0,1.5,20,22
pondělí,2021-06-21,7209,Valašské Klobouky,2,0,0,4,0,0,0,0,109,7209,Valašské Klobouky,23102,4300,CZ072,Zlínský kraj,CZ,ČR,38.95766600294347,4,False,0,0.0,0,False,0,1.834862385321101,0,False,0,0.5,0,4
pondělí,2021-06-21,7210,Valašské Meziříčí,2,0,0,16,3,2,1,0,156,7210,Valašské Meziříčí,41831,8296,CZ072,Zlínský kraj,CZ,ČR,23.905715856661327,2,False,0,12.054001928640309,2,True,2,1.282051282051282,0,False,0,0.2857142857142857,0,6
pondělí,2021-06-21,7211,Vizovice,3,0,0,18,3,3,0,0,74,7211,Vizovice,17153,3096,CZ072,Zlínský kraj,CZ,ČR,69.95860782370431,7,False,0,0.0,0,False,0,4.054054054054054,3,False,0,0.75,0,10
pondělí,2021-06-21,7212,Vsetín,5,0,0,4,0,0,1,0,210,7212,Vsetín,65522,13208,CZ072,Zlínský kraj,CZ,ČR,22.89307408198773,2,False,0,15.142337976983645,2,True,2,2.380952380952381,0,False,0,0.625,0,6
pondělí,2021-06-21,7213,Zlín,15,0,0,36,1,0,2,2,688,7213,Zlín,99303,21713,CZ072,Zlínský kraj,CZ,ČR,30.210567656566266,4,False,0,0.0,0,False,0,2.1802325581395348,0,False,0,1.5,20,24
pondělí,2021-06-21,8101,Bílovec,2,0,0,6,0,0,0,0,166,8101,Bílovec,25622,5035,CZ080,Moravskoslezský kraj,CZ,ČR,15.611583795176022,2,False,0,0.0,0,False,0,1.2048192771084338,0,False,0,2.0,30,32
pondělí,2021-06-21,8102,Bohumín,0,0,0,20,5,1,0,0,220,8102,Bohumín,33366,6681,CZ080,Moravskoslezský kraj,CZ,ČR,32.96769166217107,4,False,0,14.967819188744201,2,True,2,0.0,0,False,0,0.0,0,8
pondělí,2021-06-21,8103,Bruntál,1,0,0,6,1,2,0,0,90,8103,Bruntál,36418,7282,CZ080,Moravskoslezský kraj,CZ,ČR,5.49178977428744,0,False,0,0.0,0,False,0,1.1111111111111112,0,True,2,1.0,10,12
pondělí,2021-06-21,8104,Český Těšín,0,0,0,0,0,0,0,0,116,8104,Český Těšín,25687,4960,CZ080,Moravskoslezský kraj,CZ,ČR,3.8930198154708604,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,8105,Frenštát pod Radhoštěm,4,0,0,3,0,0,0,0,85,8105,Frenštát pod Radhoštěm,19541,3851,CZ080,Moravskoslezský kraj,CZ,ČR,35.822117598894636,4,False,0,0.0,0,False,0,4.705882352941177,3,True,2,0.6666666666666666,0,9
pondělí,2021-06-21,8106,Frýdek-Místek,6,0,0,27,5,1,2,2,732,8106,Frýdek-Místek,112433,21794,CZ080,Moravskoslezský kraj,CZ,ČR,14.230697393114122,2,False,0,0.0,0,False,0,0.819672131147541,0,False,0,1.0,10,12
pondělí,2021-06-21,8107,Frýdlant nad Ostravicí,2,0,0,4,0,0,0,0,166,8107,Frýdlant nad Ostravicí,24950,5239,CZ080,Moravskoslezský kraj,CZ,ČR,24.048096192384772,2,False,0,19.08761213972132,2,True,2,1.2048192771084338,0,False,0,2.0,30,36
pondělí,2021-06-21,8108,Havířov,10,2,0,26,4,0,1,1,474,8108,Havířov,86494,18457,CZ080,Moravskoslezský kraj,CZ,ČR,21.96684163063334,2,False,0,21.671994365281464,2,True,2,2.109704641350211,0,True,2,1.0,10,18
pondělí,2021-06-21,8109,Hlučín,3,1,1,17,4,1,0,1,426,8109,Hlučín,40639,7899,CZ080,Moravskoslezský kraj,CZ,ČR,27.06759516720392,4,False,0,25.319660716546398,4,True,2,0.7042253521126761,0,False,0,0.375,0,10
pondělí,2021-06-21,8110,Jablunkov,1,0,0,3,0,0,1,1,88,8110,Jablunkov,22664,3972,CZ080,Moravskoslezský kraj,CZ,ČR,4.412283798093894,0,False,0,0.0,0,False,0,1.1363636363636365,0,True,2,0.0,0,2
pondělí,2021-06-21,8111,Karviná,4,0,0,3,0,0,1,0,491,8111,Karviná,63614,13403,CZ080,Moravskoslezský kraj,CZ,ČR,20.435753136102118,2,False,0,7.461016190405132,0,True,2,0.8146639511201629,0,False,0,0.8,5,9
pondělí,2021-06-21,8112,Kopřivnice,3,1,0,7,0,0,0,0,231,8112,Kopřivnice,40755,7907,CZ080,Moravskoslezský kraj,CZ,ČR,24.5368666421298,2,False,0,12.64702162640698,2,True,2,1.2987012987012987,0,False,0,0.75,0,6
pondělí,2021-06-21,8113,Kravaře,5,0,0,21,9,3,0,0,85,8113,Kravaře,21356,3656,CZ080,Moravskoslezský kraj,CZ,ČR,37.46019853905226,4,False,0,27.35229759299781,4,True,2,5.88235294117647,3,True,2,1.6666666666666667,25,40
pondělí,2021-06-21,8114,Krnov,4,0,0,11,3,2,1,0,245,8114,Krnov,39938,8666,CZ080,Moravskoslezský kraj,CZ,ČR,12.5194050778707,2,False,0,0.0,0,False,0,1.6326530612244898,0,True,2,4.0,30,34
pondělí,2021-06-21,8115,Nový Jičín,3,0,0,10,0,0,2,0,905,8115,Nový Jičín,48731,9593,CZ080,Moravskoslezský kraj,CZ,ČR,10.260409185118302,2,False,0,0.0,0,False,0,0.3314917127071823,0,True,2,1.0,10,14
pondělí,2021-06-21,8116,Odry,0,0,0,5,3,0,0,0,125,8116,Odry,16928,3338,CZ080,Moravskoslezský kraj,CZ,ČR,17.722117202268432,2,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,2
pondělí,2021-06-21,8117,Opava,9,2,2,85,46,25,2,2,425,8117,Opava,100967,20360,CZ080,Moravskoslezský kraj,CZ,ČR,18.818029653253046,2,False,0,9.823182711198427,0,True,2,2.1176470588235294,0,True,2,0.6923076923076923,0,6
pondělí,2021-06-21,8118,Orlová,4,1,0,17,0,0,1,1,153,8118,Orlová,37163,6772,CZ080,Moravskoslezský kraj,CZ,ČR,43.05357479213196,4,False,0,14.766686355581808,2,True,2,2.6143790849673203,0,False,0,0.5,0,8
pondělí,2021-06-21,8119,Ostrava,41,3,2,112,16,2,1,2,2083,8119,Ostrava,320145,64634,CZ080,Moravskoslezský kraj,CZ,ČR,25.61339393087507,4,False,0,10.830213200482717,2,True,2,1.9683149303888623,0,False,0,1.1714285714285715,10,18
pondělí,2021-06-21,8120,Rýmařov,0,0,0,0,0,0,0,0,40,8120,Rýmařov,15241,3521,CZ080,Moravskoslezský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
pondělí,2021-06-21,8121,Třinec,1,0,0,2,0,0,0,0,238,8121,Třinec,54613,11066,CZ080,Moravskoslezský kraj,CZ,ČR,7.324263453756431,0,False,0,0.0,0,False,0,0.42016806722689076,0,False,0,0.0,0,0
pondělí,2021-06-21,8122,Vítkov,0,0,0,8,7,1,0,0,26,8122,Vítkov,13274,2743,CZ080,Moravskoslezský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
