code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,6960,73869,10693939,2131630,482157,1604.4976504915542,20,False,0,766.6433668131899,16,True,2,15.320528375612094,15,False,0,0.7896205237840727,0,53,2021-12-17
