code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,2558,31601,1324277,251166,123215,5729.6169910071685,20,False,0,2022.964891744902,20,True,2,25.64703972730593,25,False,0,0.7179597864364421,0,67,2022-02-06
CZ020,Středočeský kraj,2089,34768,1385141,255825,112068,5717.324084696071,20,True,0,1529.9521157040947,20,True,2,31.024021130028196,30,False,0,0.7459503529361282,0,72,2022-02-06
CZ031,Jihočeský kraj,836,15080,644083,131832,38250,4596.4572888897865,20,True,0,1115.0555252139086,20,True,2,39.42483660130719,30,True,2,0.9331683168316832,5,79,2022-02-06
CZ032,Plzeňský kraj,886,15429,589899,119690,42613,5456.69682437163,20,True,0,1322.583340295764,20,True,2,36.20726069509305,30,True,2,0.8572142896827601,5,79,2022-02-06
CZ041,Karlovarský kraj,306,5754,294664,60178,16241,4173.567181603454,20,True,0,1066.8350560005317,20,True,2,35.42885290314636,30,True,2,0.8519395913532721,5,79,2022-02-06
CZ042,Ústecký kraj,1119,18687,820965,161527,52814,4951.611822672099,20,True,0,1289.56768837408,20,True,2,35.38266368765858,30,True,2,0.7970909401126087,0,74,2022-02-06
CZ051,Liberecký kraj,708,11978,443690,89906,30264,5246.90662399423,20,True,0,1371.432384935377,20,True,2,39.57837694951097,30,False,0,0.9322851805728518,5,77,2022-02-06
CZ052,Královéhradecký kraj,937,15166,551647,119407,40118,5638.025766477476,20,True,0,1452.1761705762644,20,True,2,37.80347973478239,30,True,2,0.8564974303947591,5,79,2022-02-06
CZ053,Pardubický kraj,749,13911,522662,106085,35426,5398.900245282802,20,True,0,1317.8111891407834,20,True,2,39.26776943487834,30,True,2,0.8852615502100039,5,79,2022-02-06
CZ063,Kraj Vysočina,570,12191,509813,104291,29665,4510.0850704081695,20,True,0,924.3367117009137,16,True,2,41.09556716669476,30,True,2,0.9780184516646611,5,75,2022-02-06
CZ064,Jihomoravský kraj,1746,31687,1191989,238620,82620,5147.782404032252,20,True,0,1220.3503478333753,20,True,2,38.35269910433309,30,True,2,0.9037934968625214,5,79,2022-02-06
CZ071,Olomoucký kraj,906,16019,632015,130935,40391,4939.914400765805,20,True,0,1242.6012907167678,20,True,2,39.65982520858607,30,True,2,0.9770065869724323,5,79,2022-02-06
CZ072,Zlínský kraj,992,15601,582555,121339,36367,5596.896430379964,20,True,0,1467.7885922910195,20,True,2,42.8987818626777,30,True,2,0.8162507194056401,5,79,2022-02-06
CZ080,Moravskoslezský kraj,1958,31030,1200539,240829,76240,4900.715428653297,20,True,0,1332.8959552213396,20,True,2,40.700419727177334,30,True,2,0.9610679220738997,5,79,2022-02-06
