code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,11350,79064,10693939,2131630,207925,1554.927515483303,20,True,0,1124.0693741409157,20,True,2,38.02524948899843,30,False,0,0.909534327259341,5,77,2021-03-11
