code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,505,2902,1324277,251166,18230,397.04684140855727,13,True,0,390.5783426100666,13,True,2,15.91881513987932,15,True,2,1.1575588352612685,10,55,2020-12-10
