code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,5306,22705,10693939,2131630,33816,360.4845698109929,13,True,0,416.3480528984862,13,True,2,67.14277265199905,30,True,2,1.2123558308415208,15,75,2022-07-25
