code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,473,2072,1324277,251166,4742,345.39601609028927,13,True,0,392.17091485312505,13,True,2,43.69464361029102,30,True,2,0.9405356332274172,5,65,2022-07-10
CZ020,Středočeský kraj,268,1369,1385141,255825,2770,199.47427734793786,10,True,0,215.77250073292288,10,True,2,49.42238267148014,30,True,2,1.089968152866242,10,64,2022-07-10
CZ031,Jihočeský kraj,146,419,644083,131832,685,119.39455008127834,7,True,0,177.4986346258875,10,True,2,61.16788321167883,30,True,2,1.1903409090909092,10,61,2022-07-10
CZ032,Plzeňský kraj,109,396,589899,119690,770,149.3476001824041,10,True,0,200.51800484585178,10,True,2,51.42857142857142,30,True,2,0.8780487804878049,5,59,2022-07-10
CZ041,Karlovarský kraj,32,162,294664,60178,255,114.70692042461924,7,True,0,112.99810561999402,7,True,2,63.52941176470588,30,True,2,1.148936170212766,10,58,2022-07-10
CZ042,Ústecký kraj,122,482,820965,161527,827,114.86482371355662,7,True,0,137.43832300482273,10,True,2,58.28295042321644,30,True,2,1.1055045871559632,10,61,2022-07-10
CZ051,Liberecký kraj,61,217,443690,89906,456,88.57535666794384,7,True,0,130.13591973839343,10,True,2,47.58771929824561,30,True,2,1.254335260115607,15,66,2022-07-10
CZ052,Královéhradecký kraj,107,420,551647,119407,735,138.85691393227916,10,True,0,178.38150192199788,10,True,2,57.14285714285714,30,True,2,1.2316715542521994,15,69,2022-07-10
CZ053,Pardubický kraj,76,253,522662,106085,514,113.64897390665479,7,True,0,155.53565537069332,10,True,2,49.221789883268485,30,False,0,0.900355871886121,5,54,2022-07-10
CZ063,Kraj Vysočina,58,226,509813,104291,419,88.85610998542603,7,True,0,103.55639508682437,7,True,2,53.93794749403341,30,True,2,1.0610328638497653,10,58,2022-07-10
CZ064,Jihomoravský kraj,185,796,1191989,238620,1485,130.45422399032208,10,True,0,144.1622663649317,10,True,2,53.602693602693606,30,True,2,1.1603498542274053,10,64,2022-07-10
CZ071,Olomoucký kraj,53,284,632015,130935,555,87.65614740156484,7,True,0,81.71993737350594,7,True,2,51.17117117117117,30,True,2,1.240174672489083,15,63,2022-07-10
CZ072,Zlínský kraj,85,370,582555,121339,723,111.57744762297123,7,True,0,128.56542414227906,10,True,2,51.17565698478561,30,False,0,1.3028169014084507,15,64,2022-07-10
CZ080,Moravskoslezský kraj,150,606,1200539,240829,1094,93.79120545021861,7,True,0,115.84983536035944,7,True,2,55.393053016453386,30,True,2,1.2494845360824742,15,63,2022-07-10
