code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,1629,5180,10693939,2131630,12231,114.97166759600928,7,False,0,182.39563151203538,10,True,2,42.351402174801734,30,False,0,0.8769256813949552,5,54,2022-11-13
