id,den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,code_cz,name_cz,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
fc3fedd1-a809-400e-b1ce-dc18a5fea364,tuesday,2021-09-21,1000,nezařazení,671,33,19,2649,38,0,24,11,28766,1000,Praha,1324277,251166,CZ010,Praha,CZ,ČR,90.69099591701736,7,True,0,35.03658934728426,4,True,2,2.33261489258152,0,True,2,1.1,10,25
29b9fd6e-589b-47cf-be57-6b02c82fe66f,tuesday,2021-09-21,2101,Benešov,9,3,1,33,0,0,2,2,615,2101,Benešov,61022,12125,CZ020,Středočeský kraj,CZ,ČR,40.96883091344105,4,True,0,32.98969072164948,4,True,2,1.4634146341463417,0,False,0,0.47368421052631576,0,10
dfb7351b-2350-41ab-8927-6a64bc5acf32,tuesday,2021-09-21,2102,Beroun,45,2,1,120,2,0,1,2,1102,2102,Beroun,64927,11392,CZ020,Středočeský kraj,CZ,ČR,93.95166879726463,7,True,0,26.334269662921347,4,True,2,4.083484573502722,3,True,2,1.7307692307692308,25,43
2618b5b6-0953-4085-bd64-408095644af2,tuesday,2021-09-21,2103,Brandýs nad Labem-Stará Boleslav,36,2,2,266,2,0,1,2,2173,2103,Brandýs nad Labem-Stará Boleslav,113282,16416,CZ020,Středočeský kraj,CZ,ČR,55.61342490422132,7,True,0,24.366471734892787,2,True,2,1.6566958122411415,0,True,2,1.1612903225806452,10,23
71c2b0bf-0beb-41e1-9e78-6e627a94178a,tuesday,2021-09-21,2104,Čáslav,4,0,0,7,0,0,0,0,209,2104,Čáslav,25663,5212,CZ020,Středočeský kraj,CZ,ČR,27.27662393328917,4,False,0,0.0,0,False,0,1.9138755980861244,0,True,2,2.0,30,36
83f14441-9d3d-49cb-b69d-4389988f766a,tuesday,2021-09-21,2105,Černošice,53,2,0,372,15,4,1,1,2811,2105,Černošice,149338,23399,CZ020,Středočeský kraj,CZ,ČR,68.3014370086649,7,True,0,17.094747638787982,2,True,2,1.8854500177872644,0,True,2,1.1521739130434783,10,23
54edeaf7-668d-4e17-a224-2e67f608affc,tuesday,2021-09-21,2106,Český Brod,12,1,1,26,0,0,0,1,280,2106,Český Brod,21537,3709,CZ020,Středočeský kraj,CZ,ČR,92.86344430514927,7,True,0,26.961445133459154,4,True,2,4.285714285714286,3,True,2,1.5,20,38
11ef40ba-2279-4f89-bec2-3703eabc8b18,tuesday,2021-09-21,2107,Dobříš,6,0,0,32,10,8,0,0,240,2107,Dobříš,23079,4340,CZ020,Středočeský kraj,CZ,ČR,47.66237705273192,4,True,0,23.04147465437788,2,True,2,2.5,0,True,2,0.8571428571428571,5,15
460c3836-5453-437b-9bd5-1efc5143cca8,tuesday,2021-09-21,2108,Hořovice,10,1,1,43,0,0,0,0,343,2108,Hořovice,30131,6103,CZ020,Středočeský kraj,CZ,ČR,59.73913909262886,7,True,0,16.385384237260364,2,True,2,2.9154518950437316,0,True,2,1.4285714285714286,20,33
a75e5762-2d81-4a1d-b3dc-7299b21fda31,tuesday,2021-09-21,2109,Kladno,59,1,0,180,12,2,1,1,2135,2109,Kladno,125957,24239,CZ020,Středočeský kraj,CZ,ČR,78.5982517843391,7,True,0,8.251165477123644,0,True,2,2.7634660421545667,0,True,2,1.1132075471698113,10,21
c39ab0eb-bf30-4077-904b-df53904a543e,tuesday,2021-09-21,2110,Kolín,20,3,1,61,14,11,3,3,1036,2110,Kolín,83500,16849,CZ020,Středočeský kraj,CZ,ČR,35.92814371257485,4,True,0,17.805210991750254,2,True,2,1.9305019305019304,0,True,2,1.4285714285714286,20,30
42f0b971-6eea-41da-92ae-50bc2c54fa80,tuesday,2021-09-21,2111,Kralupy nad Vltavou,9,1,1,46,2,2,1,1,544,2111,Kralupy nad Vltavou,32515,5889,CZ020,Středočeský kraj,CZ,ČR,64.58557588805166,7,True,0,16.98081168279844,2,True,2,1.6544117647058825,0,False,0,0.6923076923076923,0,11
6ab24ed8-9c5d-4806-9246-26822d4db09d,tuesday,2021-09-21,2112,Kutná Hora,13,0,0,46,7,5,0,0,497,2112,Kutná Hora,50165,10703,CZ020,Středočeský kraj,CZ,ČR,55.81580783414732,7,True,0,0.0,0,False,0,2.61569416498994,0,False,0,0.7222222222222222,0,7
25cd34ad-1f88-4213-9bcf-e1b7df0bdb25,tuesday,2021-09-21,2113,Lysá nad Labem,6,0,0,25,0,0,0,0,283,2113,Lysá nad Labem,26907,3448,CZ020,Středočeský kraj,CZ,ČR,48.3145649830899,4,False,0,0.0,0,False,0,2.1201413427561837,0,True,2,0.8571428571428571,5,11
bd839127-f9bb-4360-9fe3-56d632a93378,tuesday,2021-09-21,2114,Mělník,14,1,0,91,0,0,2,1,825,2114,Mělník,44600,8655,CZ020,Středočeský kraj,CZ,ČR,56.053811659192824,7,False,0,23.108030040439054,2,True,2,1.6969696969696972,0,False,0,0.9333333333333333,5,16
c0e87be3-7a8e-4292-a75a-6521daa29dd4,tuesday,2021-09-21,2115,Mladá Boleslav,15,2,0,82,5,0,3,0,848,2115,Mladá Boleslav,112464,20603,CZ020,Středočeský kraj,CZ,ČR,39.123630672926446,4,False,0,19.41464835218172,2,True,2,1.7688679245283019,0,False,0,0.5172413793103449,0,8
80451b92-80ec-4244-bb00-d792e0586776,tuesday,2021-09-21,2116,Mnichovo Hradiště,3,0,0,9,2,0,0,0,161,2116,Mnichovo Hradiště,17901,3388,CZ020,Středočeský kraj,CZ,ČR,16.758840288252053,2,True,0,0.0,0,False,0,1.8633540372670807,0,True,2,3.0,30,34
caa35a5c-29f3-4953-bd40-e9e3d78fc6b7,tuesday,2021-09-21,2117,Neratovice,18,1,1,66,1,1,1,1,772,2117,Neratovice,32187,5907,CZ020,Středočeský kraj,CZ,ČR,90.09848696678783,7,True,0,16.929067208396816,2,True,2,2.33160621761658,0,True,2,1.2,15,28
4fc9b3cc-7ae3-448c-9311-8ba65e1741ec,tuesday,2021-09-21,2118,Nymburk,5,1,1,37,0,0,0,1,468,2118,Nymburk,40183,8167,CZ020,Středočeský kraj,CZ,ČR,72.16982305950278,7,False,0,24.488796375658136,2,True,2,1.0683760683760684,0,False,0,0.2631578947368421,0,11
6118fc76-7be3-4c73-9dc8-07bd3dffceff,tuesday,2021-09-21,2119,Poděbrady,8,0,0,14,0,2,0,0,233,2119,Poděbrady,31382,6883,CZ020,Středočeský kraj,CZ,ČR,31.86540054808489,4,True,0,0.0,0,False,0,3.4334763948497855,3,True,2,4.0,30,39
4312c6f9-e205-46d5-97c4-8bcbc9194970,tuesday,2021-09-21,2120,Příbram,13,1,0,63,23,14,0,0,586,2120,Příbram,69951,14592,CZ020,Středočeský kraj,CZ,ČR,24.30272619405012,2,False,0,6.853070175438596,0,True,2,2.218430034129693,0,True,2,4.333333333333333,30,36
7fc9a92b-1ee2-44e9-963f-b3781a7239ea,tuesday,2021-09-21,2121,Rakovník,23,0,0,69,12,8,0,0,523,2121,Rakovník,55562,11623,CZ020,Středočeský kraj,CZ,ČR,71.99164896871963,7,True,0,0.0,0,False,0,4.397705544933078,3,True,2,0.8214285714285714,5,17
0e455390-8bd2-4581-aadf-058b700e6460,tuesday,2021-09-21,2122,Říčany,32,2,0,190,0,0,1,1,1277,2122,Říčany,71896,11376,CZ020,Středočeský kraj,CZ,ČR,82.0629798597975,7,True,0,26.371308016877634,4,True,2,2.505873140172279,0,True,2,0.9142857142857143,5,20
9e5774d8-dea9-47d2-a2b3-c8c1cd8ef2fd,tuesday,2021-09-21,2123,Sedlčany,9,0,0,41,14,10,2,0,165,2123,Sedlčany,22074,4717,CZ020,Středočeský kraj,CZ,ČR,81.54389779831476,7,False,0,42.3998304006784,4,True,2,5.454545454545454,3,True,2,0.6923076923076923,0,18
67b4ed57-a062-475d-8467-58e4f028342e,tuesday,2021-09-21,2124,Slaný,16,1,0,49,5,0,0,0,493,2124,Slaný,40526,7771,CZ020,Středočeský kraj,CZ,ČR,69.0914474658244,7,True,0,12.868356710848026,2,True,2,3.2454361054766734,3,True,2,1.1428571428571428,10,26
403ef215-6368-451b-9603-3263948f1580,tuesday,2021-09-21,2125,Vlašim,5,1,0,9,0,0,0,0,243,2125,Vlašim,25947,5665,CZ020,Středočeský kraj,CZ,ČR,34.6860908775581,4,True,0,17.6522506619594,2,True,2,2.05761316872428,0,True,2,1.6666666666666667,25,35
b4b24359-7c8e-4608-8734-e6680132058c,tuesday,2021-09-21,2126,Votice,1,0,0,4,0,0,1,1,75,2126,Votice,12445,2654,CZ020,Středočeský kraj,CZ,ČR,24.106066693451186,2,False,0,0.0,0,False,0,1.3333333333333335,0,False,0,0.5,0,2
0cea698c-c17b-4e3d-a233-c0cc7840373b,tuesday,2021-09-21,3101,Blatná,0,0,0,7,0,0,0,0,134,3101,Blatná,13668,3093,CZ031,Jihočeský kraj,CZ,ČR,0.0,0,False,0,0.0,0,False,0,0.0,0,False,0,,30,30
443d4855-230a-49a1-aa55-e34993ad4697,tuesday,2021-09-21,3102,České Budějovice,68,4,3,346,0,0,3,3,1630,3102,České Budějovice,162553,31763,CZ031,Jihočeský kraj,CZ,ČR,69.51578869660972,7,True,0,25.186537795548283,4,True,2,4.171779141104294,3,True,2,1.2142857142857142,15,33
09ca2a7a-79a6-4468-84cd-f9651fd21ac9,tuesday,2021-09-21,3103,Český Krumlov,6,0,0,35,1,0,0,0,266,3103,Český Krumlov,41687,7954,CZ031,Jihočeský kraj,CZ,ČR,59.970734281670545,7,False,0,0.0,0,False,0,2.2556390977443606,0,False,0,0.42857142857142855,0,7
05f521c4-5d01-407f-92fd-52cef43917db,tuesday,2021-09-21,3104,Dačice,0,0,0,6,1,2,0,0,100,3104,Dačice,18783,3961,CZ031,Jihočeský kraj,CZ,ČR,10.64792631634989,2,False,0,0.0,0,False,0,0.0,0,False,0,0.0,0,2
fc7de5b6-bf28-4aa4-9cee-0e41f7e5e414,tuesday,2021-09-21,3105,Jindřichův Hradec,6,0,0,24,1,1,0,0,413,3105,Jindřichův Hradec,47113,10139,CZ031,Jihočeský kraj,CZ,ČR,21.22556406936514,2,False,0,9.862905611993293,0,True,2,1.4527845036319613,0,True,2,1.5,20,26
2b96855c-4e5e-4474-a3d8-881a49dbd905,tuesday,2021-09-21,3106,Kaplice,3,1,1,14,1,0,0,0,175,3106,Kaplice,19869,3447,CZ031,Jihočeský kraj,CZ,ČR,40.26372741456541,4,False,0,58.021467943138965,7,True,2,1.7142857142857144,0,False,0,1.0,10,23
