code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,8178,84489,10693939,2131630,515488,1815.4489192429467,20,False,0,873.2753808118671,16,True,2,16.39010025451611,15,False,0,0.841909639874843,5,58,2021-12-14
