code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,93,1336,1324277,251166,14790,157.82196625026336,10,True,0,54.943742385513964,7,True,2,9.03313049357674,7,True,2,1.5216400911161732,20,48,2020-09-08
CZ020,Středočeský kraj,71,800,1385141,255825,9450,87.57231213284425,7,True,0,40.2618977816867,4,True,2,8.465608465608465,7,True,2,1.6096579476861168,25,47,2020-09-08
CZ031,Jihočeský kraj,17,271,644083,131832,2986,59.3091263082553,7,True,0,21.99769403483221,2,True,2,9.075686537173477,7,True,2,1.6728395061728396,25,45,2020-09-08
CZ032,Plzeňský kraj,21,227,589899,119690,2195,58.14554694956256,7,True,0,31.748684100593202,4,True,2,10.341685649202734,7,True,2,1.6099290780141844,25,47,2020-09-08
CZ041,Karlovarský kraj,14,126,294664,60178,1097,57.35346021230962,7,True,0,49.8521054205856,4,True,2,11.485870556061988,11,True,2,1.96875,30,56,2020-09-08
CZ042,Ústecký kraj,13,157,820965,161527,2697,31.913662580012545,4,True,0,15.477288626669226,2,True,2,5.8212829069336305,3,True,2,1.256,15,28,2020-09-08
CZ051,Liberecký kraj,6,125,443690,89906,2033,45.30189997520792,4,True,0,16.684092274153006,2,True,2,6.148548942449581,3,True,2,1.404494382022472,20,33,2020-09-08
CZ052,Královéhradecký kraj,43,175,551647,119407,2775,46.587763551691566,4,True,0,43.54853568048774,4,True,2,6.306306306306306,3,True,2,1.8041237113402062,25,40,2020-09-08
CZ053,Pardubický kraj,26,228,522662,106085,3192,61.990349403629885,7,True,0,43.361455436678135,4,True,2,7.142857142857142,7,True,2,1.52,20,42,2020-09-08
CZ063,Kraj Vysočina,48,234,509813,104291,2255,67.86802219637397,7,True,0,58.4901861138545,7,True,2,10.376940133037694,7,True,2,1.5096774193548388,20,45,2020-09-08
CZ064,Jihomoravský kraj,57,520,1191989,238620,4959,67.78586043998729,7,True,0,38.974101081217,4,True,2,10.48598507763662,7,True,2,1.361256544502618,15,37,2020-09-08
CZ071,Olomoucký kraj,16,138,632015,130935,2205,33.70173176269551,4,True,0,20.620918776492154,2,True,2,6.258503401360545,3,True,2,1.6428571428571428,25,38,2020-09-08
CZ072,Zlínský kraj,16,127,582555,121339,2533,37.76467458008256,4,True,0,25.548257361606737,4,True,2,5.013817607579945,3,True,2,1.3956043956043955,15,30,2020-09-08
CZ080,Moravskoslezský kraj,20,242,1200539,240829,9442,35.484061742267436,4,True,0,18.27022493138285,2,True,2,2.5630163101037917,0,True,2,1.146919431279621,10,20,2020-09-08
