code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,893,3775,1324277,251166,7379,619.734390916704,16,True,0,743.3330944474969,16,True,2,51.158693589917334,30,False,0,0.8670188332567754,5,69,2022-08-01
CZ020,Středočeský kraj,712,3271,1385141,255825,5225,484.2828275244181,16,True,0,555.8487247141601,16,True,2,62.602870813397125,30,False,0,0.980515587529976,5,69,2022-08-01
CZ031,Jihočeský kraj,306,1100,644083,131832,1743,359.7362451733705,13,True,0,505.9469628011408,16,True,2,63.10958118187033,30,False,0,0.8737092930897538,5,66,2022-08-01
CZ032,Plzeňský kraj,237,1010,589899,119690,1491,372.4366374582767,13,True,0,418.58133511571566,13,True,2,67.73977196512408,30,False,0,0.8828671328671329,5,63,2022-08-01
CZ041,Karlovarský kraj,119,570,294664,60178,737,407.2435044661038,13,True,0,458.63936986938745,13,True,2,77.34056987788331,30,False,0,0.8769230769230769,5,63,2022-08-01
CZ042,Ústecký kraj,360,1449,820965,161527,2193,344.8380868855554,13,True,0,412.93406055953494,13,True,2,66.07387140902873,30,False,0,1.0182712579058328,10,68,2022-08-01
CZ051,Liberecký kraj,164,625,443690,89906,1134,263.4722441344182,13,True,0,330.3450270282295,13,True,2,55.114638447971785,30,True,2,1.0850694444444444,10,70,2022-08-01
CZ052,Královéhradecký kraj,345,1174,551647,119407,1747,402.6125402657859,13,True,0,509.18287872570284,16,True,2,67.20091585575273,30,True,2,1.0721461187214611,10,73,2022-08-01
CZ053,Pardubický kraj,238,918,522662,106085,1370,331.7631662527599,13,True,0,457.1805627562804,13,True,2,67.00729927007299,30,False,0,1.0166112956810631,10,68,2022-08-01
CZ063,Kraj Vysočina,231,829,509813,104291,1184,309.329106947057,13,True,0,410.3901583070447,13,True,2,70.0168918918919,30,True,2,1.068298969072165,10,70,2022-08-01
CZ064,Jihomoravský kraj,604,2751,1191989,238620,3927,442.03428051768935,13,True,0,508.33961947866896,16,True,2,70.05347593582889,30,False,0,0.989568345323741,5,66,2022-08-01
CZ071,Olomoucký kraj,281,1152,632015,130935,1502,352.20683053408544,13,True,0,403.25352274029103,13,True,2,76.69773635153129,30,False,0,0.993103448275862,5,63,2022-08-01
CZ072,Zlínský kraj,372,1299,582555,121339,1725,445.10818720979137,13,True,0,583.4892326457281,16,True,2,75.30434782608695,30,False,0,0.9622222222222222,5,66,2022-08-01
CZ080,Moravskoslezský kraj,603,2405,1200539,240829,3214,398.40438336447215,13,True,0,458.00132043898367,13,True,2,74.82887367766024,30,False,0,0.9654757125652349,5,63,2022-08-01
