date,code,name,score
2020-03-17,2117,Neratovice,50
2020-03-17,2118,Nymburk,44
2020-03-17,2119,Poděbrady,30
2020-03-17,2120,Příbram,30
2020-03-17,2121,Rakovník,30
2020-03-17,2122,Říčany,60
2020-03-17,2123,Sedlčany,30
2020-03-17,2124,Slaný,46
2020-03-17,2125,Vlašim,30
2020-03-17,2126,Votice,60
2020-03-17,3101,Blatná,30
2020-03-17,3102,České Budějovice,2
2020-03-17,3103,Český Krumlov,30
2020-03-17,3104,Dačice,30
2020-03-17,3105,Jindřichův Hradec,30
2020-03-17,3106,Kaplice,7
2020-03-17,3107,Milevsko,30
2020-03-17,3108,Písek,5
2020-03-17,3109,Prachatice,47
2020-03-17,3110,Soběslav,30
2020-03-17,3111,Strakonice,5
2020-03-17,3112,Tábor,7
2020-03-17,3113,Trhové Sviny,30
2020-03-17,3114,Třeboň,30
2020-03-17,3115,Týn nad Vltavou,30
2020-03-17,3116,Vimperk,7
2020-03-17,3117,Vodňany,30
2020-03-17,3201,Blovice,60
2020-03-17,3202,Domažlice,30
2020-03-17,3203,Horažďovice,60
2020-03-17,3204,Horšovský Týn,30
2020-03-17,3205,Klatovy,30
2020-03-17,3206,Kralovice,30
2020-03-17,3207,Nepomuk,60
2020-03-17,3208,Nýřany,11
2020-03-17,3209,Plzeň,64
2020-03-17,3210,Přeštice,30
2020-03-17,3211,Rokycany,30
2020-03-17,3212,Stod,30
2020-03-17,3213,Stříbro,30
2020-03-17,3214,Sušice,30
2020-03-17,3215,Tachov,30
2020-03-17,4101,Aš,60
2020-03-17,4102,Cheb,30
2020-03-17,4103,Karlovy Vary,66
2020-03-17,4104,Kraslice,30
2020-03-17,4105,Mariánské Lázně,39
2020-03-17,4106,Ostrov,60
2020-03-17,4107,Sokolov,15
2020-03-17,4201,Bílina,30
2020-03-17,4202,Děčín,6
2020-03-17,4203,Chomutov,30
2020-03-17,4204,Kadaň,30
2020-03-17,4205,Litoměřice,5
2020-03-17,4206,Litvínov,30
2020-03-17,4207,Louny,30
2020-03-17,4208,Lovosice,30
2020-03-17,4209,Most,30
2020-03-17,4210,Podbořany,30
2020-03-17,4211,Roudnice nad Labem,30
2020-03-17,4212,Rumburk,60
2020-03-17,4213,Teplice,30
2020-03-17,4214,Ústí nad Labem,47
2020-03-17,4215,Varnsdorf,30
2020-03-17,4216,Žatec,30
2020-03-17,5101,Česká Lípa,30
2020-03-17,5102,Frýdlant,60
2020-03-17,5103,Jablonec nad Nisou,62
2020-03-17,5104,Jilemnice,60
2020-03-17,5105,Liberec,30
2020-03-17,5106,Nový Bor,30
2020-03-17,5107,Semily,60
2020-03-17,5108,Tanvald,30
2020-03-17,5109,Turnov,60
2020-03-17,5110,Železný Brod,30
2020-03-17,5201,Broumov,30
2020-03-17,5202,Dobruška,30
2020-03-17,5203,Dvůr Králové nad Labem,30
2020-03-17,5204,Hořice,30
2020-03-17,5205,Hradec Králové,55
2020-03-17,5206,Jaroměř,30
2020-03-17,5207,Jičín,30
2020-03-17,5208,Kostelec nad Orlicí,0
2020-03-17,5209,Náchod,37
2020-03-17,5210,Nová Paka,32
2020-03-17,5211,Nové Město nad Metují,30
2020-03-17,5212,Nový Bydžov,30
2020-03-17,5213,Rychnov nad Kněžnou,30
2020-03-17,5214,Trutnov,30
2020-03-17,5215,Vrchlabí,60
2020-03-17,5301,Česká Třebová,30
2020-03-17,5302,Hlinsko,30
2020-03-17,5303,Holice,30
2020-03-17,5304,Chrudim,30
2020-03-17,5305,Králíky,30
2020-03-17,5306,Lanškroun,38
2020-03-17,5307,Litomyšl,41
2020-03-17,5308,Moravská Třebová,30
2020-03-17,5309,Pardubice,12
2020-03-17,5310,Polička,30
2020-03-17,5311,Přelouč,30
2020-03-17,5312,Svitavy,30
2020-03-17,5313,Ústí nad Orlicí,34
2020-03-17,5314,Vysoké Mýto,30
2020-03-17,5315,Žamberk,30
2020-03-17,6101,Bystřice nad Pernštejnem,30
2020-03-17,6102,Havlíčkův Brod,27
2020-03-17,6103,Humpolec,60
2020-03-17,6104,Chotěboř,30
2020-03-17,6105,Jihlava,30
2020-03-17,6106,Moravské Budějovice,30
2020-03-17,6107,Náměšť nad Oslavou,30
2020-03-17,6108,Nové Město na Moravě,30
2020-03-17,6109,Pacov,60
2020-03-17,6110,Pelhřimov,30
2020-03-17,6111,Světlá nad Sázavou,43
2020-03-17,6112,Telč,60
2020-03-17,6113,Třebíč,30
2020-03-17,6114,Velké Meziříčí,30
2020-03-17,6115,Žďár nad Sázavou,9
2020-03-17,6201,Blansko,13
2020-03-17,6202,Boskovice,30
2020-03-17,6203,Brno,41
2020-03-17,6204,Břeclav,9
2020-03-17,6205,Bučovice,30
2020-03-17,6206,Hodonín,3
2020-03-17,6207,Hustopeče,30
2020-03-17,6208,Ivančice,30
2020-03-17,6209,Kuřim,30
2020-03-17,6210,Kyjov,9
2020-03-17,6211,Mikulov,30
2020-03-17,6212,Moravský Krumlov,30
2020-03-17,6213,Pohořelice,30
2020-03-17,6214,Rosice,7
2020-03-17,6215,Slavkov u Brna,30
2020-03-17,6216,Šlapanice,13
2020-03-17,6217,Tišnov,15
2020-03-17,6218,Veselí nad Moravou,30
2020-03-17,6219,Vyškov,30
2020-03-17,6220,Znojmo,32
2020-03-17,6221,Židlochovice,20
2020-03-17,7101,Hranice,0
2020-03-17,7102,Jeseník,30
2020-03-17,7103,Konice,60
2020-03-17,7104,Lipník nad Bečvou,60
2020-03-17,7105,Litovel,75
2020-03-17,7106,Mohelnice,30
2020-03-17,7107,Olomouc,19
2020-03-17,7108,Prostějov,13
2020-03-17,7109,Přerov,30
2020-03-17,7110,Šternberk,17
2020-03-17,7111,Šumperk,9
2020-03-17,7112,Uničov,81
2020-03-17,7113,Zábřeh,30
2020-03-17,7201,Bystřice pod Hostýnem,60
2020-03-17,7202,Holešov,0
2020-03-17,7203,Kroměříž,32
2020-03-17,7204,Luhačovice,30
2020-03-17,7205,Otrokovice,30
2020-03-17,7206,Rožnov pod Radhoštěm,23
2020-03-17,7207,Uherské Hradiště,63
2020-03-17,7208,Uherský Brod,15
2020-03-17,7209,Valašské Klobouky,30
2020-03-17,7210,Valašské Meziříčí,30
2020-03-17,7211,Vizovice,30
2020-03-17,7212,Vsetín,30
2020-03-17,7213,Zlín,15
2020-03-17,8101,Bílovec,39
2020-03-17,8102,Bohumín,30
2020-03-17,8103,Bruntál,30
2020-03-17,8104,Český Těšín,30
2020-03-17,8105,Frenštát pod Radhoštěm,30
2020-03-17,8106,Frýdek-Místek,43
2020-03-17,8107,Frýdlant nad Ostravicí,30
2020-03-17,8108,Havířov,5
2020-03-17,8109,Hlučín,30
2020-03-17,8110,Jablunkov,30
2020-03-17,8111,Karviná,30
2020-03-17,8112,Kopřivnice,30
2020-03-17,8113,Kravaře,30
2020-03-17,8114,Krnov,60
2020-03-17,8115,Nový Jičín,30
2020-03-17,8116,Odry,64
2020-03-17,8117,Opava,9
2020-03-17,8118,Orlová,30
2020-03-17,8119,Ostrava,7
2020-03-17,8120,Rýmařov,30
2020-03-17,8121,Třinec,30
2020-03-17,8122,Vítkov,30
2020-03-18,1000,Praha,64
2020-03-18,2101,Benešov,34
2020-03-18,2102,Beroun,0
2020-03-18,2103,Brandýs nad Labem-Stará Boleslav,34
2020-03-18,2104,Čáslav,60
2020-03-18,2105,Černošice,32
2020-03-18,2106,Český Brod,30
2020-03-18,2107,Dobříš,30
2020-03-18,2108,Hořovice,30
2020-03-18,2109,Kladno,62
2020-03-18,2110,Kolín,30
2020-03-18,2111,Kralupy nad Vltavou,65
2020-03-18,2112,Kutná Hora,42
2020-03-18,2113,Lysá nad Labem,30
2020-03-18,2114,Mělník,57
2020-03-18,2115,Mladá Boleslav,60
2020-03-18,2116,Mnichovo Hradiště,30
2020-03-18,2117,Neratovice,32
2020-03-18,2118,Nymburk,2
2020-03-18,2119,Poděbrady,30
2020-03-18,2120,Příbram,30
2020-03-18,2121,Rakovník,30
2020-03-18,2122,Říčany,62
2020-03-18,2123,Sedlčany,30
2020-03-18,2124,Slaný,36
2020-03-18,2125,Vlašim,30
2020-03-18,2126,Votice,60
2020-03-18,3101,Blatná,30
2020-03-18,3102,České Budějovice,35
2020-03-18,3103,Český Krumlov,30
2020-03-18,3104,Dačice,30
2020-03-18,3105,Jindřichův Hradec,30
2020-03-18,3106,Kaplice,5
2020-03-18,3107,Milevsko,30
2020-03-18,3108,Písek,5
2020-03-18,3109,Prachatice,39
2020-03-18,3110,Soběslav,30
2020-03-18,3111,Strakonice,13
2020-03-18,3112,Tábor,3
2020-03-18,3113,Trhové Sviny,30
2020-03-18,3114,Třeboň,30
2020-03-18,3115,Týn nad Vltavou,30
2020-03-18,3116,Vimperk,3
2020-03-18,3117,Vodňany,30
2020-03-18,3201,Blovice,30
2020-03-18,3202,Domažlice,30
2020-03-18,3203,Horažďovice,30
2020-03-18,3204,Horšovský Týn,30
2020-03-18,3205,Klatovy,30
2020-03-18,3206,Kralovice,30
2020-03-18,3207,Nepomuk,60
2020-03-18,3208,Nýřany,7
2020-03-18,3209,Plzeň,54
2020-03-18,3210,Přeštice,30
2020-03-18,3211,Rokycany,30
2020-03-18,3212,Stod,30
2020-03-18,3213,Stříbro,30
2020-03-18,3214,Sušice,30
2020-03-18,3215,Tachov,30
2020-03-18,4101,Aš,60
2020-03-18,4102,Cheb,30
2020-03-18,4103,Karlovy Vary,66
2020-03-18,4104,Kraslice,30
2020-03-18,4105,Mariánské Lázně,39
2020-03-18,4106,Ostrov,60
2020-03-18,4107,Sokolov,30
2020-03-18,4201,Bílina,30
2020-03-18,4202,Děčín,9
2020-03-18,4203,Chomutov,30
2020-03-18,4204,Kadaň,30
2020-03-18,4205,Litoměřice,7
2020-03-18,4206,Litvínov,30
2020-03-18,4207,Louny,30
2020-03-18,4208,Lovosice,30
2020-03-18,4209,Most,30
2020-03-18,4210,Podbořany,30
2020-03-18,4211,Roudnice nad Labem,30
2020-03-18,4212,Rumburk,60
2020-03-18,4213,Teplice,30
2020-03-18,4214,Ústí nad Labem,41
2020-03-18,4215,Varnsdorf,30
2020-03-18,4216,Žatec,30
2020-03-18,5101,Česká Lípa,30
2020-03-18,5102,Frýdlant,60
2020-03-18,5103,Jablonec nad Nisou,42
2020-03-18,5104,Jilemnice,60
2020-03-18,5105,Liberec,30
2020-03-18,5106,Nový Bor,30
2020-03-18,5107,Semily,60
2020-03-18,5108,Tanvald,30
2020-03-18,5109,Turnov,60
2020-03-18,5110,Železný Brod,32
2020-03-18,5201,Broumov,30
2020-03-18,5202,Dobruška,30
2020-03-18,5203,Dvůr Králové nad Labem,30
2020-03-18,5204,Hořice,30
2020-03-18,5205,Hradec Králové,62
2020-03-18,5206,Jaroměř,30
2020-03-18,5207,Jičín,30
2020-03-18,5208,Kostelec nad Orlicí,0
2020-03-18,5209,Náchod,37
2020-03-18,5210,Nová Paka,32
2020-03-18,5211,Nové Město nad Metují,30
2020-03-18,5212,Nový Bydžov,30
2020-03-18,5213,Rychnov nad Kněžnou,30
2020-03-18,5214,Trutnov,24
2020-03-18,5215,Vrchlabí,30
2020-03-18,5301,Česká Třebová,30
2020-03-18,5302,Hlinsko,30
2020-03-18,5303,Holice,30
2020-03-18,5304,Chrudim,30
2020-03-18,5305,Králíky,30
2020-03-18,5306,Lanškroun,38
2020-03-18,5307,Litomyšl,39
2020-03-18,5308,Moravská Třebová,30
2020-03-18,5309,Pardubice,12
2020-03-18,5310,Polička,30
2020-03-18,5311,Přelouč,30
2020-03-18,5312,Svitavy,30
2020-03-18,5313,Ústí nad Orlicí,29
2020-03-18,5314,Vysoké Mýto,30
2020-03-18,5315,Žamberk,30
2020-03-18,6101,Bystřice nad Pernštejnem,30
2020-03-18,6102,Havlíčkův Brod,17
2020-03-18,6103,Humpolec,30
2020-03-18,6104,Chotěboř,30
2020-03-18,6105,Jihlava,30
2020-03-18,6106,Moravské Budějovice,30
2020-03-18,6107,Náměšť nad Oslavou,30
2020-03-18,6108,Nové Město na Moravě,30
2020-03-18,6109,Pacov,60
2020-03-18,6110,Pelhřimov,30
2020-03-18,6111,Světlá nad Sázavou,43
2020-03-18,6112,Telč,60
2020-03-18,6113,Třebíč,30
2020-03-18,6114,Velké Meziříčí,30
2020-03-18,6115,Žďár nad Sázavou,32
2020-03-18,6201,Blansko,13
2020-03-18,6202,Boskovice,30
2020-03-18,6203,Brno,35
2020-03-18,6204,Břeclav,5
2020-03-18,6205,Bučovice,30
2020-03-18,6206,Hodonín,3
2020-03-18,6207,Hustopeče,30
2020-03-18,6208,Ivančice,30
2020-03-18,6209,Kuřim,30
2020-03-18,6210,Kyjov,5
2020-03-18,6211,Mikulov,30
2020-03-18,6212,Moravský Krumlov,30
2020-03-18,6213,Pohořelice,30
2020-03-18,6214,Rosice,7
2020-03-18,6215,Slavkov u Brna,30
2020-03-18,6216,Šlapanice,9
2020-03-18,6217,Tišnov,22
2020-03-18,6218,Veselí nad Moravou,30
2020-03-18,6219,Vyškov,30
2020-03-18,6220,Znojmo,32
2020-03-18,6221,Židlochovice,21
2020-03-18,7101,Hranice,0
2020-03-18,7102,Jeseník,30
2020-03-18,7103,Konice,60
2020-03-18,7104,Lipník nad Bečvou,60
2020-03-18,7105,Litovel,76
2020-03-18,7106,Mohelnice,30
2020-03-18,7107,Olomouc,15
2020-03-18,7108,Prostějov,13
2020-03-18,7109,Přerov,30
2020-03-18,7110,Šternberk,33
2020-03-18,7111,Šumperk,9
2020-03-18,7112,Uničov,81
2020-03-18,7113,Zábřeh,32
2020-03-18,7201,Bystřice pod Hostýnem,60
2020-03-18,7202,Holešov,0
2020-03-18,7203,Kroměříž,32
2020-03-18,7204,Luhačovice,30
2020-03-18,7205,Otrokovice,30
2020-03-18,7206,Rožnov pod Radhoštěm,47
2020-03-18,7207,Uherské Hradiště,63
2020-03-18,7208,Uherský Brod,47
2020-03-18,7209,Valašské Klobouky,30
2020-03-18,7210,Valašské Meziříčí,30
2020-03-18,7211,Vizovice,30
2020-03-18,7212,Vsetín,9
2020-03-18,7213,Zlín,15
2020-03-18,8101,Bílovec,37
2020-03-18,8102,Bohumín,30
2020-03-18,8103,Bruntál,32
2020-03-18,8104,Český Těšín,30
2020-03-18,8105,Frenštát pod Radhoštěm,30
2020-03-18,8106,Frýdek-Místek,49
2020-03-18,8107,Frýdlant nad Ostravicí,30
2020-03-18,8108,Havířov,5
2020-03-18,8109,Hlučín,30
2020-03-18,8110,Jablunkov,30
2020-03-18,8111,Karviná,30
2020-03-18,8112,Kopřivnice,30
2020-03-18,8113,Kravaře,30
2020-03-18,8114,Krnov,32
2020-03-18,8115,Nový Jičín,30
2020-03-18,8116,Odry,32
2020-03-18,8117,Opava,24
2020-03-18,8118,Orlová,30
2020-03-18,8119,Ostrava,7
2020-03-18,8120,Rýmařov,30
2020-03-18,8121,Třinec,30
2020-03-18,8122,Vítkov,30
2020-03-19,1000,Praha,66
2020-03-19,2101,Benešov,34
2020-03-19,2102,Beroun,30
2020-03-19,2103,Brandýs nad Labem-Stará Boleslav,32
2020-03-19,2104,Čáslav,60
2020-03-19,2105,Černošice,34
2020-03-19,2106,Český Brod,36
2020-03-19,2107,Dobříš,60
2020-03-19,2108,Hořovice,36
2020-03-19,2109,Kladno,64
2020-03-19,2110,Kolín,20
2020-03-19,2111,Kralupy nad Vltavou,75
2020-03-19,2112,Kutná Hora,62
2020-03-19,2113,Lysá nad Labem,30
2020-03-19,2114,Mělník,27
2020-03-19,2115,Mladá Boleslav,47
2020-03-19,2116,Mnichovo Hradiště,30
2020-03-19,2117,Neratovice,44
2020-03-19,2118,Nymburk,13
2020-03-19,2119,Poděbrady,30
2020-03-19,2120,Příbram,30
2020-03-19,2121,Rakovník,25
2020-03-19,2122,Říčany,50
2020-03-19,2123,Sedlčany,30
2020-03-19,2124,Slaný,31
2020-03-19,2125,Vlašim,30
2020-03-19,2126,Votice,60
2020-03-19,3101,Blatná,30
2020-03-19,3102,České Budějovice,32
2020-03-19,3103,Český Krumlov,30
2020-03-19,3104,Dačice,30
2020-03-19,3105,Jindřichův Hradec,30
2020-03-19,3106,Kaplice,5
2020-03-19,3107,Milevsko,30
2020-03-19,3108,Písek,5
2020-03-19,3109,Prachatice,39
2020-03-19,3110,Soběslav,30
2020-03-19,3111,Strakonice,15
2020-03-19,3112,Tábor,5
2020-03-19,3113,Trhové Sviny,30
2020-03-19,3114,Třeboň,30
2020-03-19,3115,Týn nad Vltavou,30
2020-03-19,3116,Vimperk,3
2020-03-19,3117,Vodňany,30
2020-03-19,3201,Blovice,30
2020-03-19,3202,Domažlice,30
2020-03-19,3203,Horažďovice,30
2020-03-19,3204,Horšovský Týn,30
2020-03-19,3205,Klatovy,30
2020-03-19,3206,Kralovice,30
2020-03-19,3207,Nepomuk,60
2020-03-19,3208,Nýřany,3
2020-03-19,3209,Plzeň,52
2020-03-19,3210,Přeštice,30
2020-03-19,3211,Rokycany,30
2020-03-19,3212,Stod,30
2020-03-19,3213,Stříbro,30
2020-03-19,3214,Sušice,30
2020-03-19,3215,Tachov,30
2020-03-19,4101,Aš,60
2020-03-19,4102,Cheb,32
2020-03-19,4103,Karlovy Vary,59
2020-03-19,4104,Kraslice,30
2020-03-19,4105,Mariánské Lázně,69
2020-03-19,4106,Ostrov,60
2020-03-19,4107,Sokolov,32
2020-03-19,4201,Bílina,30
2020-03-19,4202,Děčín,31
2020-03-19,4203,Chomutov,27
2020-03-19,4204,Kadaň,30
2020-03-19,4205,Litoměřice,3
2020-03-19,4206,Litvínov,11
2020-03-19,4207,Louny,30
2020-03-19,4208,Lovosice,30
2020-03-19,4209,Most,30
2020-03-19,4210,Podbořany,30
2020-03-19,4211,Roudnice nad Labem,30
2020-03-19,4212,Rumburk,30
2020-03-19,4213,Teplice,30
2020-03-19,4214,Ústí nad Labem,49
2020-03-19,4215,Varnsdorf,30
2020-03-19,4216,Žatec,30
2020-03-19,5101,Česká Lípa,30
2020-03-19,5102,Frýdlant,60
2020-03-19,5103,Jablonec nad Nisou,42
2020-03-19,5104,Jilemnice,60
2020-03-19,5105,Liberec,30
2020-03-19,5106,Nový Bor,30
2020-03-19,5107,Semily,60
2020-03-19,5108,Tanvald,30
2020-03-19,5109,Turnov,60
2020-03-19,5110,Železný Brod,32
2020-03-19,5201,Broumov,30
2020-03-19,5202,Dobruška,30
2020-03-19,5203,Dvůr Králové nad Labem,30
2020-03-19,5204,Hořice,30
2020-03-19,5205,Hradec Králové,45
2020-03-19,5206,Jaroměř,30
2020-03-19,5207,Jičín,30
2020-03-19,5208,Kostelec nad Orlicí,0
2020-03-19,5209,Náchod,0
2020-03-19,5210,Nová Paka,32
2020-03-19,5211,Nové Město nad Metují,30
2020-03-19,5212,Nový Bydžov,30
2020-03-19,5213,Rychnov nad Kněžnou,30
2020-03-19,5214,Trutnov,19
2020-03-19,5215,Vrchlabí,30
2020-03-19,5301,Česká Třebová,30
2020-03-19,5302,Hlinsko,30
2020-03-19,5303,Holice,30
2020-03-19,5304,Chrudim,30
2020-03-19,5305,Králíky,30
2020-03-19,5306,Lanškroun,35
2020-03-19,5307,Litomyšl,35
2020-03-19,5308,Moravská Třebová,30
2020-03-19,5309,Pardubice,35
2020-03-19,5310,Polička,30
2020-03-19,5311,Přelouč,30
