code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,294,811,1324277,251166,1257,132.9782213237865,10,False,0,269.1447090768655,13,True,2,64.5186953062848,30,True,2,0.8805646036916395,5,62,2023-03-04
CZ020,Středočeský kraj,245,681,1385141,255825,656,109.01417256438154,7,False,0,204.43662660021496,10,True,2,103.8109756097561,30,True,2,0.8764478764478765,5,56,2023-03-04
CZ031,Jihočeský kraj,181,470,644083,131832,428,159.1409802773866,10,True,0,298.1066812306572,13,True,2,109.81308411214954,30,True,2,0.8514492753623188,5,62,2023-03-04
CZ032,Plzeňský kraj,161,494,589899,119690,372,192.91438025831542,10,True,0,303.2834823293508,13,True,2,132.79569892473117,30,False,0,0.7904,0,55,2023-03-04
CZ041,Karlovarský kraj,58,161,294664,60178,122,118.43998588222519,7,True,0,186.11452690351956,10,True,2,131.9672131147541,30,False,0,0.8429319371727748,5,54,2023-03-04
CZ042,Ústecký kraj,164,524,820965,161527,536,136.7902407532599,10,True,0,222.25386467897007,10,True,2,97.76119402985076,30,False,0,0.9018932874354562,5,57,2023-03-04
CZ051,Liberecký kraj,104,246,443690,89906,189,116.07203227478645,7,False,0,253.59820256712567,13,True,2,130.15873015873015,30,True,2,0.8913043478260869,5,59,2023-03-04
CZ052,Královéhradecký kraj,131,334,551647,119407,378,145.56410168096627,10,False,0,244.54177728273885,13,True,2,88.35978835978835,30,False,0,0.755656108597285,0,55,2023-03-04
CZ053,Pardubický kraj,135,384,522662,106085,234,157.4631406147759,10,True,0,258.28345194890886,13,True,2,164.1025641025641,30,True,2,0.8668171557562077,5,62,2023-03-04
CZ063,Kraj Vysočina,98,233,509813,104291,147,86.89460645373892,7,False,0,167.799714261058,10,True,2,158.50340136054422,30,True,2,1.0737327188940091,10,61,2023-03-04
CZ064,Jihomoravský kraj,211,606,1191989,238620,466,106.79628754963343,7,True,0,181.04098566758861,10,True,2,130.04291845493563,30,True,2,0.9017857142857143,5,56,2023-03-04
CZ071,Olomoucký kraj,135,356,632015,130935,246,116.4529322879995,7,True,0,200.09928590522014,10,True,2,144.71544715447155,30,True,2,1.0113636363636365,10,61,2023-03-04
CZ072,Zlínský kraj,108,275,582555,121339,227,97.15820823784878,7,True,0,182.1343508682287,10,True,2,121.14537444933922,30,True,2,0.9515570934256056,5,56,2023-03-04
CZ080,Moravskoslezský kraj,139,411,1200539,240829,262,72.88392963493897,7,True,0,117.09553251477189,7,True,2,156.87022900763358,30,True,2,0.8707627118644068,5,53,2023-03-04
