code_region,name_region,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ010,Praha,235,3376,1324277,251166,25396,423.40084438527595,13,True,0,148.10921860442895,10,True,2,13.293432036541187,11,True,2,1.1824868651488616,10,48,2020-09-22
CZ020,Středočeský kraj,164,2303,1385141,255825,19970,275.7841981430049,13,True,0,103.5864360402619,7,True,2,11.532298447671508,11,True,2,1.1976079043161727,10,45,2020-09-22
CZ031,Jihočeský kraj,54,722,644083,131832,6336,169.54336630527433,10,True,0,69.78578797257116,7,True,2,11.39520202020202,11,True,2,1.3752380952380951,15,47,2020-09-22
CZ032,Plzeňský kraj,104,790,589899,119690,6233,220.54622910023582,10,True,0,137.8561283315231,10,True,2,12.674474570832665,11,True,2,1.2153846153846153,15,50,2020-09-22
CZ041,Karlovarský kraj,47,348,294664,60178,2409,199.88868677544596,10,True,0,144.57110571969824,10,True,2,14.44582814445828,11,True,2,1.2253521126760563,15,50,2020-09-22
CZ042,Ústecký kraj,60,779,820965,161527,5555,141.29713203364335,10,True,0,56.33733060107598,7,True,2,14.023402340234023,11,True,2,1.3339041095890412,15,47,2020-09-22
CZ051,Liberecký kraj,26,593,443690,89906,4808,198.78744168225563,10,True,0,45.603185549351544,4,True,2,12.33361064891847,11,True,2,1.432367149758454,20,49,2020-09-22
CZ052,Královéhradecký kraj,40,505,551647,119407,5954,163.51036079231827,10,True,0,80.39729664090045,7,True,2,8.481692979509575,7,False,0,1.024340770791075,10,36,2020-09-22
CZ053,Pardubický kraj,68,570,522662,106085,6076,202.80793323409776,10,True,0,184.75750577367205,10,True,2,9.381171823568137,7,False,0,1.051660516605166,10,39,2020-09-22
CZ063,Kraj Vysočina,55,586,509813,104291,3824,184.18518162541952,10,True,0,88.21470692581335,7,True,2,15.324267782426778,15,True,2,1.2132505175983437,15,51,2020-09-22
CZ064,Jihomoravský kraj,136,1285,1191989,238620,8618,181.0419391454116,10,True,0,82.97711843097812,7,True,2,14.91065212346252,11,True,2,1.2685093780848964,15,47,2020-09-22
CZ071,Olomoucký kraj,44,571,632015,130935,3957,140.5029943909559,10,True,0,48.87921487761103,4,True,2,14.43012383118524,11,True,2,1.327906976744186,15,44,2020-09-22
CZ072,Zlínský kraj,95,768,582555,121339,5458,210.1089167546412,10,True,0,119.49991346557991,7,True,2,14.071088310736535,11,True,2,1.1018651362984218,10,42,2020-09-22
CZ080,Moravskoslezský kraj,89,983,1200539,240829,13747,123.52784874127371,10,True,0,61.45439295101503,7,True,2,7.15065105113843,7,True,2,1.3124165554072096,15,43,2020-09-22
