code_cz,name_cz,incidence_65_7,incidence_7,population,population_65,testy_7,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score,date
CZ,ČR,1415,6309,10693939,2131630,14825,89.84528525924826,7,True,0,104.05182888212306,7,True,2,42.55649241146712,30,True,2,1.5287133511024957,20,68,2022-06-28
