den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
sobota,2020-10-31,5313,Ústí nad Orlicí,255,40,20,345,56,26,12,16,782,5313,Ústí nad Orlicí,26573,5651,1874.0827155383283,16,True,2,1380.2866749247921,16,True,2,32.608695652173914,25,False,0,1.0039370078740157,10,71
sobota,2020-10-31,5314,Vysoké Mýto,352,42,24,477,65,35,17,11,897,5314,Vysoké Mýto,32454,6661,1972.0219387440684,16,True,2,1095.9315418105389,16,True,2,39.24191750278707,25,True,2,1.1465798045602607,10,73
sobota,2020-10-31,5315,Žamberk,231,29,18,321,38,21,12,13,635,5315,Žamberk,29463,5651,1510.368937311204,16,True,2,1026.367014687666,16,True,2,36.37795275590551,25,False,0,1.0043478260869565,10,71
sobota,2020-10-31,6101,Bystřice nad Pernštejnem,120,27,19,178,35,23,26,23,367,6101,Bystřice nad Pernštejnem,19755,4235,1331.308529486206,16,False,0,1109.7992916174735,16,True,2,32.69754768392371,25,False,0,0.7547169811320755,0,59
sobota,2020-10-31,6102,Havlíčkův Brod,546,107,53,714,144,76,59,41,1012,6102,Havlíčkův Brod,52932,10770,1696.5162850449633,16,True,2,1550.6035283194058,16,True,2,53.952569169960476,25,True,2,1.2269662921348314,15,78
sobota,2020-10-31,6103,Humpolec,176,27,11,222,34,13,8,8,339,6103,Humpolec,17852,3773,1680.4839793860633,16,True,2,1351.709514974821,16,True,2,51.91740412979351,25,True,2,1.3435114503816794,15,78
sobota,2020-10-31,6104,Chotěboř,138,17,10,172,24,13,10,7,304,6104,Chotěboř,21872,4804,1092.721287490856,16,True,2,728.5595337218984,16,True,2,45.39473684210527,25,True,2,1.2660550458715596,15,78
sobota,2020-10-31,6105,Jihlava,739,128,59,852,151,75,81,77,1415,6105,Jihlava,101074,19707,1275.3032431683716,16,True,2,1070.6855432079972,16,True,2,52.226148409893995,25,True,2,1.1062874251497006,10,73
sobota,2020-10-31,6106,Moravské Budějovice,150,34,17,202,46,26,6,13,443,6106,Moravské Budějovice,23098,4818,1307.4725084422894,16,True,2,1411.3740141137403,16,True,2,33.86004514672686,25,False,0,1.094890510948905,10,71
sobota,2020-10-31,6107,Náměšť nad Oslavou,96,19,13,139,24,16,2,10,279,6107,Náměšť nad Oslavou,13440,2841,1696.4285714285713,16,True,2,2076.7335445265753,16,True,2,34.40860215053764,25,False,0,0.75,0,61
sobota,2020-10-31,6108,Nové Město na Moravě,192,22,11,266,37,23,17,17,610,6108,Nové Město na Moravě,19386,4017,1857.0102135561744,16,True,2,1244.7099825740602,16,True,2,31.475409836065577,25,False,0,1.037837837837838,10,71
sobota,2020-10-31,6109,Pacov,101,16,9,125,20,11,9,11,171,6109,Pacov,9364,2205,1687.313114053823,16,True,2,1360.5442176870747,16,True,2,59.06432748538012,25,True,2,1.3835616438356164,15,78
sobota,2020-10-31,6110,Pelhřimov,577,80,45,695,93,51,21,41,1030,6110,Pelhřimov,45086,9648,2104.8662556004083,16,True,2,1482.1724709784412,16,True,2,56.01941747572815,25,True,2,1.3870192307692308,15,78
sobota,2020-10-31,6111,Světlá nad Sázavou,160,23,10,227,34,14,19,13,325,6111,Světlá nad Sázavou,19690,4322,1559.1670898933469,16,True,2,1203.1466913465988,16,True,2,49.23076923076923,25,True,2,1.0526315789473684,10,73
sobota,2020-10-31,6112,Telč,90,32,28,102,32,28,7,6,254,6112,Telč,12975,2736,1117.5337186897882,16,True,2,1535.0877192982455,16,True,2,35.43307086614173,25,True,2,1.3846153846153846,15,78
sobota,2020-10-31,6113,Třebíč,526,116,68,745,146,82,13,63,1231,6113,Třebíč,74272,15148,1384.1016803102111,16,True,2,1340.1109057301294,16,True,2,42.72948822095857,25,False,0,1.0,10,71
sobota,2020-10-31,6114,Velké Meziříčí,407,48,26,501,62,35,23,24,879,6114,Velké Meziříčí,36390,6564,2039.021709260786,16,True,2,1477.75746496039,16,True,2,46.30261660978385,25,True,2,1.0853333333333333,10,73
sobota,2020-10-31,6115,Žďár nad Sázavou,371,69,34,452,82,38,47,42,946,6115,Žďár nad Sázavou,42627,8703,1489.6661740211603,16,True,2,1275.422268183385,16,True,2,39.217758985200845,25,False,0,1.1666666666666667,10,71
sobota,2020-10-31,6201,Blansko,338,77,42,498,92,48,52,50,889,6201,Blansko,57126,11918,1104.5758498757134,16,True,2,998.4896794764221,16,True,2,38.02024746906636,25,True,2,1.1418918918918919,10,73
sobota,2020-10-31,6202,Boskovice,389,103,52,584,140,73,95,87,964,6202,Boskovice,52010,10490,1422.8033070563354,16,True,2,1572.9265967588178,16,True,2,40.35269709543569,25,True,2,1.1441176470588235,10,73
sobota,2020-10-31,6203,Brno,2071,356,194,3346,577,307,329,222,6593,6203,Brno,381346,79457,1214.6449680867245,16,True,2,952.7165636759505,16,True,2,31.412103746397698,25,False,0,0.7794505080918329,0,61
sobota,2020-10-31,6204,Břeclav,311,118,86,440,150,103,70,55,781,6204,Břeclav,59715,12216,991.3757012475927,16,True,2,1940.0785854616895,16,True,2,39.820742637644045,25,True,2,1.098939929328622,10,73
sobota,2020-10-31,6205,Bučovice,91,18,11,126,24,12,18,18,249,6205,Bučovice,16111,3177,1024.1449941034077,16,True,2,1007.2395341517155,16,True,2,36.54618473895582,25,True,2,0.9891304347826086,5,68
sobota,2020-10-31,6206,Hodonín,428,73,31,616,99,42,42,44,1079,6206,Hodonín,60685,12248,1308.3958144516766,16,True,2,987.91639451339,16,True,2,39.666357738646894,25,True,2,1.1322751322751323,10,73
sobota,2020-10-31,6207,Hustopeče,173,20,9,273,31,15,22,19,609,6207,Hustopeče,36311,6981,1046.5148302167388,16,True,2,630.2821945280047,16,True,2,28.407224958949094,25,False,0,0.8238095238095238,5,66
sobota,2020-10-31,6208,Ivančice,180,37,18,243,50,24,18,18,525,6208,Ivančice,24459,4805,1271.5155975305613,16,True,2,1144.6409989594174,16,True,2,34.285714285714285,25,False,0,1.2587412587412588,15,76
sobota,2020-10-31,6209,Kuřim,147,17,9,227,27,12,15,7,448,6209,Kuřim,23345,4177,1379.3103448275863,16,True,2,837.9219535551832,16,True,2,32.8125,25,False,0,0.8166666666666667,5,66
sobota,2020-10-31,6210,Kyjov,578,91,35,924,140,63,46,46,1427,6210,Kyjov,55543,11542,1958.8426984498496,16,True,2,1386.241552590539,16,True,2,40.50455501051156,25,True,2,1.0452079566003616,10,73
sobota,2020-10-31,6211,Mikulov,76,26,11,121,37,17,12,9,258,6211,Mikulov,20265,3954,715.5193683691093,16,True,2,1062.215477996965,16,True,2,29.457364341085274,25,True,2,1.1692307692307693,10,73
sobota,2020-10-31,6212,Moravský Krumlov,131,22,15,188,26,15,13,13,369,6212,Moravský Krumlov,22452,4592,1068.9470871191877,16,True,2,783.9721254355401,16,True,2,35.50135501355013,25,False,0,1.201834862385321,15,76
sobota,2020-10-31,6213,Pohořelice,48,11,5,69,17,8,14,10,161,6213,Pohořelice,14599,2588,643.8797177888897,16,True,2,734.1576506955178,16,True,2,29.81366459627329,25,True,2,0.9056603773584906,5,68
sobota,2020-10-31,6214,Rosice,181,34,16,277,42,20,10,10,553,6214,Rosice,26284,5080,1384.8729264952062,16,True,2,1062.992125984252,16,True,2,32.730560578661844,25,False,0,0.9476439790575916,5,66
sobota,2020-10-31,6215,Slavkov u Brna,152,14,6,236,26,11,19,16,502,6215,Slavkov u Brna,24027,4191,1298.5391434636035,16,True,2,715.8196134574088,16,True,2,30.278884462151396,25,False,0,0.9382716049382716,5,66
sobota,2020-10-31,6216,Šlapanice,452,48,15,714,72,32,39,34,1478,6216,Šlapanice,70414,12564,1357.6845513676258,16,True,2,835.7211079274117,16,True,2,30.581867388362653,25,False,0,0.8845401174168297,5,66
sobota,2020-10-31,6217,Tišnov,209,30,18,315,50,34,24,16,543,6217,Tišnov,31725,6213,1257.6832151300237,16,True,2,1094.479317559955,16,True,2,38.48987108655617,25,True,2,1.0096618357487923,10,73
sobota,2020-10-31,6218,Veselí nad Moravou,475,73,35,697,102,55,42,45,1093,6218,Veselí nad Moravou,37715,8138,2301.4715630385786,16,True,2,1671.1722782010322,16,True,2,43.4583714547118,25,False,0,1.0894495412844036,10,71
sobota,2020-10-31,6219,Vyškov,421,86,53,617,107,60,45,49,1179,6219,Vyškov,52142,10312,1478.6544436346899,16,True,2,1241.2723041117144,16,True,2,35.70822731128075,25,True,2,1.0,10,73
sobota,2020-10-31,6220,Znojmo,482,116,70,839,222,125,72,66,1350,6220,Znojmo,91899,18089,1169.762456609974,16,True,2,1658.4664713361713,16,True,2,35.7037037037037,25,False,0,0.8456140350877193,5,66
sobota,2020-10-31,6221,Židlochovice,223,21,13,328,42,24,30,20,596,6221,Židlochovice,33816,5888,1262.7158741424178,16,True,2,849.1847826086956,16,True,2,37.41610738255034,25,True,2,0.9737991266375546,5,68
sobota,2020-10-31,7101,Hranice,379,43,18,532,60,21,22,23,1092,7101,Hranice,34146,6800,2038.3060973466877,16,True,2,1029.4117647058824,16,True,2,34.70695970695971,25,False,0,1.184375,10,71
sobota,2020-10-31,7102,Jeseník,291,74,53,484,118,74,47,38,626,7102,Jeseník,37968,8400,1690.897597977244,16,True,2,1666.6666666666667,16,True,2,46.48562300319489,25,True,2,0.7950819672131147,0,63
sobota,2020-10-31,7103,Konice,138,30,14,179,33,14,10,12,307,7103,Konice,10634,2373,2153.47000188076,16,True,2,1685.6300042140751,16,True,2,44.951140065146575,25,True,2,1.3142857142857143,15,78
sobota,2020-10-31,7104,Lipník nad Bečvou,156,10,7,206,12,8,7,5,381,7104,Lipník nad Bečvou,15130,2913,1784.534038334435,16,True,2,892.5506350841057,16,True,2,40.94488188976378,25,False,0,1.2380952380952381,15,76
sobota,2020-10-31,7105,Litovel,201,27,12,285,32,15,25,24,455,7105,Litovel,23715,4914,1779.4644739616276,16,True,2,1221.001221001221,16,True,2,44.175824175824175,25,True,2,1.0151515151515151,10,73
sobota,2020-10-31,7106,Mohelnice,182,28,13,276,55,23,18,15,408,7106,Mohelnice,18362,3710,2085.8294303452785,16,True,2,1509.433962264151,16,True,2,44.6078431372549,25,True,2,0.8544600938967136,5,68
sobota,2020-10-31,7107,Olomouc,1124,139,78,1635,218,117,151,123,2933,7107,Olomouc,165165,32742,1434.9287076559804,16,True,2,965.1212509926088,16,True,2,38.32253665189226,25,True,2,0.9756944444444444,5,68
sobota,2020-10-31,7108,Prostějov,992,149,60,1436,208,88,96,75,2508,7108,Prostějov,98012,20139,2091.580622780884,16,True,2,1340.6822583047817,16,True,2,39.55342902711323,25,True,2,0.9100917431192661,5,68
sobota,2020-10-31,7109,Přerov,943,142,73,1340,200,104,27,40,2132,7109,Přerov,80236,17534,2222.1945261478636,16,True,2,1494.2397627466635,16,True,2,44.230769230769226,25,False,0,0.9936775553213909,5,66
sobota,2020-10-31,7110,Šternberk,199,29,11,313,47,20,19,13,527,7110,Šternberk,24164,4837,1845.7209071345803,16,True,2,1447.178002894356,16,True,2,37.76091081593928,25,False,0,0.8122448979591836,5,66
sobota,2020-10-31,7111,Šumperk,445,70,29,670,104,41,35,29,927,7111,Šumperk,68988,15147,1229.199281034383,16,True,2,858.2557602165446,16,True,2,48.004314994606254,25,True,2,1.1042183622828785,10,73
sobota,2020-10-31,7112,Uničov,208,21,11,290,34,20,27,22,427,7112,Uničov,22428,4534,1787.9436418762264,16,True,2,1213.0569033965594,16,True,2,48.711943793911004,25,False,0,1.0721649484536082,10,71
sobota,2020-10-31,7113,Zábřeh,254,41,13,366,64,27,23,18,521,7113,Zábřeh,33067,6892,1336.6800737895787,16,True,2,1102.7278003482297,16,True,2,48.75239923224568,25,True,2,1.2828282828282829,15,78
sobota,2020-10-31,7201,Bystřice pod Hostýnem,132,21,6,182,29,11,15,9,317,7201,Bystřice pod Hostýnem,15242,3294,1541.7924156934787,16,True,2,1001.8214936247723,16,True,2,41.6403785488959,25,True,2,1.2941176470588236,15,78
sobota,2020-10-31,7202,Holešov,261,26,11,359,36,16,14,11,585,7202,Holešov,21540,4371,2223.769730733519,16,True,2,1029.512697323267,16,True,2,44.61538461538462,25,True,2,1.069672131147541,10,73
sobota,2020-10-31,7203,Kroměříž,601,85,43,967,144,61,69,56,1534,7203,Kroměříž,68561,14596,1861.1163781158384,16,True,2,1219.5121951219512,16,True,2,39.17861799217731,25,True,2,0.8393854748603352,5,68
sobota,2020-10-31,7204,Luhačovice,218,27,10,336,42,15,17,9,532,7204,Luhačovice,18624,3952,2416.237113402062,16,True,2,1138.663967611336,16,True,2,40.97744360902256,25,True,2,0.9519650655021834,5,68
sobota,2020-10-31,7205,Otrokovice,352,61,26,506,88,42,42,21,809,7205,Otrokovice,34276,7438,2042.2453028358034,16,True,2,1425.1142780317289,16,True,2,43.51050679851669,25,True,2,0.9487870619946092,5,68
sobota,2020-10-31,7206,Rožnov pod Radhoštěm,296,33,15,444,59,27,38,32,704,7206,Rožnov pod Radhoštěm,35175,7559,1705.7569296375266,16,True,2,1071.5703135335361,16,True,2,42.04545454545455,25,True,2,0.9487179487179487,5,68
sobota,2020-10-31,7207,Uherské Hradiště,933,125,60,1434,213,103,106,68,2374,7207,Uherské Hradiště,90117,18605,2021.8160835358478,16,True,2,1386.7239989250202,16,True,2,39.300758213984835,25,True,2,0.9598765432098766,5,68
sobota,2020-10-31,7208,Uherský Brod,570,87,43,833,132,64,67,60,1508,7208,Uherský Brod,52109,10911,2195.39810781247,16,True,2,1420.5847310054073,16,True,2,37.798408488063664,25,False,0,0.9827586206896551,5,66
sobota,2020-10-31,7209,Valašské Klobouky,363,40,17,535,62,30,35,24,835,7209,Valašské Klobouky,23102,4300,3337.3733875854905,16,True,2,1790.6976744186047,16,True,2,43.47305389221557,25,True,2,0.8705035971223022,5,68
sobota,2020-10-31,7210,Valašské Meziříčí,436,58,25,701,87,34,43,38,1067,7210,Valašské Meziříčí,41831,8296,2326.0261528531473,16,True,2,1506.7502410800384,16,True,2,40.8622305529522,25,False,0,0.8089053803339518,5,66
sobota,2020-10-31,7211,Vizovice,227,26,9,332,49,16,25,19,577,7211,Vizovice,17153,3096,3008.220136419285,16,True,2,1970.2842377260981,16,True,2,39.34142114384749,25,False,0,0.8407407407407408,5,66
sobota,2020-10-31,7212,Vsetín,781,85,31,1164,143,50,77,74,1705,7212,Vsetín,65522,13208,2298.4646378315683,16,True,2,1385.5239248940038,16,True,2,45.806451612903224,25,True,2,1.0455153949129852,10,73
sobota,2020-10-31,7213,Zlín,945,162,83,1375,244,123,95,68,2370,7213,Zlín,99303,21713,2035.1852411306809,16,True,2,1519.826831851886,16,True,2,39.87341772151899,25,True,2,0.8815298507462687,5,68
sobota,2020-10-31,8101,Bílovec,192,21,11,305,34,17,19,16,613,8101,Bílovec,25622,5035,1611.896026851924,16,True,2,1191.6583912611718,16,True,2,31.321370309951057,25,False,0,0.897196261682243,5,66
sobota,2020-10-31,8102,Bohumín,164,19,7,269,32,12,5,5,669,8102,Bohumín,33366,6681,956.0630582029611,16,True,2,538.8414907947912,16,True,2,24.51420029895366,25,True,2,0.8961748633879781,5,68
sobota,2020-10-31,8103,Bruntál,181,30,13,324,42,17,22,18,579,8103,Bruntál,36418,7282,1079.136690647482,16,True,2,769.0195001373249,16,True,2,31.26079447322971,25,False,0,0.8660287081339713,5,66
sobota,2020-10-31,8104,Český Těšín,285,46,15,378,57,22,17,19,702,8104,Český Těšín,25687,4960,1814.1472340094213,16,True,2,1370.967741935484,16,True,2,40.598290598290596,25,True,2,1.1974789915966386,10,73
sobota,2020-10-31,8105,Frenštát pod Radhoštěm,142,17,11,206,27,15,14,14,361,8105,Frenštát pod Radhoštěm,19541,3851,1335.6532419016426,16,True,2,882.8875616722929,16,True,2,39.335180055401665,25,True,2,1.0518518518518518,10,73
sobota,2020-10-31,8106,Frýdek-Místek,801,140,79,1107,166,87,61,64,2837,8106,Frýdek-Místek,112433,21794,1243.4071847233463,16,True,2,940.6258603285307,16,True,2,28.234050052872757,25,True,2,1.1762114537444934,10,73
sobota,2020-10-31,8107,Frýdlant nad Ostravicí,173,45,29,241,52,34,14,17,651,8107,Frýdlant nad Ostravicí,24950,5239,1230.4609218436874,16,True,2,1126.169116243558,16,True,2,26.574500768049152,25,True,2,1.2183098591549295,15,78
sobota,2020-10-31,8108,Havířov,429,56,32,659,88,42,47,36,2156,8108,Havířov,86494,18457,927.2319467246283,16,True,2,547.217857723357,16,True,2,19.897959183673468,20,True,2,1.033734939759036,10,68
sobota,2020-10-31,8109,Hlučín,445,50,18,676,80,33,25,20,1270,8109,Hlučín,40639,7899,1931.6420187504614,16,True,2,1228.0035447525004,16,True,2,35.039370078740156,25,True,2,1.1835106382978724,10,73
sobota,2020-10-31,8110,Jablunkov,296,33,16,386,42,21,20,20,608,8110,Jablunkov,22664,3972,2312.0367102012,16,True,2,1535.7502517623363,16,True,2,48.68421052631579,25,True,2,1.0171821305841924,10,73
sobota,2020-10-31,8111,Karviná,362,52,21,581,70,30,35,22,1861,8111,Karviná,63614,13403,1119.2504794542083,16,True,2,626.7253599940312,16,True,2,19.451907576571735,20,True,2,1.096969696969697,10,68
sobota,2020-10-31,8112,Kopřivnice,372,42,23,534,56,24,27,27,959,8112,Kopřivnice,40755,7907,1688.1364249785304,16,True,2,1011.7617301125586,16,True,2,38.79040667361836,25,True,2,1.0449438202247192,10,73
sobota,2020-10-31,8113,Kravaře,249,33,17,412,54,22,19,16,602,8113,Kravaře,21356,3656,2285.0721108821876,16,True,2,1805.2516411378558,16,True,2,41.36212624584717,25,True,2,0.9291044776119403,5,68
sobota,2020-10-31,8114,Krnov,270,41,25,450,63,33,40,32,850,8114,Krnov,39938,8666,1166.8085532575492,16,True,2,773.1363951073159,16,True,2,31.76470588235294,25,True,2,1.2,15,78
sobota,2020-10-31,8115,Nový Jičín,299,46,25,455,63,32,29,28,862,8115,Nový Jičín,48731,9593,1233.30118405122,16,True,2,813.0928802251643,16,True,2,34.68677494199536,25,True,2,0.9739413680781759,5,68
sobota,2020-10-31,8116,Odry,114,22,9,174,31,13,5,9,556,8116,Odry,16928,3338,1388.232514177694,16,True,2,1078.490113840623,16,True,2,20.503597122302157,20,False,0,1.0363636363636364,10,66
sobota,2020-10-31,8117,Opava,889,149,64,1339,199,83,75,63,2502,8117,Opava,100967,20360,1718.3832341260015,16,True,2,1277.0137524557956,16,True,2,35.53157474020783,25,False,0,1.0277456647398844,10,71
sobota,2020-10-31,8118,Orlová,163,14,6,283,28,10,21,17,941,8118,Orlová,37163,6772,904.1250706347712,16,True,2,472.53396337861784,13,True,2,17.32199787460149,15,False,0,0.9157303370786517,5,53
sobota,2020-10-31,8119,Ostrava,2047,363,194,3190,531,272,210,164,6902,8119,Ostrava,320145,64634,1278.483187305752,16,True,2,991.7380945013459,16,True,2,29.658070124601565,25,False,0,0.9628410159924742,5,66
sobota,2020-10-31,8120,Rýmařov,78,7,3,117,11,4,5,5,237,8120,Rýmařov,15241,3521,971.0648907551997,16,True,2,482.81738142573136,16,True,2,32.91139240506329,25,True,2,1.0985915492957747,10,73
sobota,2020-10-31,8121,Třinec,614,95,49,838,116,60,58,67,1449,8121,Třinec,54613,11066,2047.1316353249224,16,True,2,1445.8702331465752,16,True,2,42.37405106970324,25,True,2,1.0284757118927974,10,73
sobota,2020-10-31,8122,Vítkov,65,12,4,106,17,7,10,9,199,8122,Vítkov,13274,2743,1295.7661594093718,16,True,2,1749.9088589135984,16,True,2,32.663316582914575,25,False,0,0.5855855855855856,0,61
